time,hr
0.7183557118499573,96.92926760716597
1.1401587809036657,96.2986182076404
1.7142796248934353,94.41401963404294
2.5461690110826933,89.7735695748476
3.249174126172207,89.14292017532203
3.9521792412617214,92.30806621822376
4.842652387041772,92.30806621822376
5.475356990622335,89.55221473262588
5.975271739130434,89.55221473262588
6.518147911338447,94.82331419134678
7.049307331628302,95.45396359087235
7.63905051150895,96.08461299039791
8.349866794543903,95.45396359087235
9.283301364023869,94.82331419134678
10.240169437340152,89.55221473262588
10.892401960784312,88.92156533310032
11.599312659846547,88.92156533310032
12.563991901108267,88.92156533310032
13.329486359761294,89.55221473262588
13.911418371696502,90.18286413215145
14.58317881500426,87.88730031787854
15.176827578857626,87.88730031787854
15.743137254901956,91.56608848177757
16.309446930946287,95.22385499902558
16.766400255754473,93.63352173065681
17.320993179880645,95.92908554492972
17.95369778346121,92.85076718882983
18.734814578005114,89.80262842445637
19.551081628303493,86.14486190720837
20.11739130434782,87.73519517557712
20.4727994458653,88.36584457510268
21.12112638533674,91.44416293120257
22.011599531116794,94.49230169557603
22.609153878942877,94.49230169557603
23.062201619778342,93.86165229605044
23.523060528559245,93.23100289652486
24.042503196930944,92.60035349699936
24.843147911338445,89.5522147326259
25.917183503836313,90.22957890248672
27.049802855924973,91.3062973894817
27.88559782608695,97.28291323729297
28.846371483375954,102.90142606942943
29.744655797101444,102.07011549732758
30.256287297527702,102.07011549732758
30.85774722932651,104.67218517423166
31.365473145780047,102.37435749031944
31.705258951406645,100.43463282208194
32.29109654731457,106.25380682679474
33.107363597612945,106.0225117444033
33.77131287297527,100.52329232414188
34.34933930093776,98.15251772962912
35.04843883205455,95.78174313511639
35.614748508098884,91.47124387236613
36.00530690537083,91.70253895475746
36.42710997442454,94.59968869811482
37.09105924978686,98.22557925442808
37.94247655583972,98.22557925442808
38.61423699914748,98.22557925442808
39.41097612958226,98.22557925442808
40.465483802216525,98.22557925442808
41.12943307757885,93.2916751287286
41.68402600170502,93.2916751287286
42.43780370843989,93.2916751287286
43.01583013640237,97.60217439147884
43.57042306052855,101.79655536320494
44.144543904518315,103.10456893259115
44.66398657289001,105.77586425035206
45.11312872975276,103.5081668121226
45.57789322250638,104.23556356271187
46.21450341005966,100.04118259098577
46.82377450980391,99.80988750859444
47.261199914748495,96.90729710844222
47.60098572037509,98.94369946428016
48.1829177323103,93.6745083685493
48.93278985507246,93.6745083685491
49.44832693947143,93.67450836854889
50.11227621483375,92.59778988155401
51.05352195225915,91.52107139455934
52.108029624893426,93.8308537926878
53.150820545609534,90.9337040493308
53.896787084398966,91.89446823772617
54.56073635976128,92.97118672472085
55.2442135549872,99.31709630744623
55.94721867007671,97.00731390931756
56.595545609548154,96.68735932486592
57.02125426257459,95.95789021886208
57.58365835464619,96.91865440725745
58.15387361466324,92.6102274999221
58.786578218243804,93.57099168831749
59.86451939471439,97.74886020452149
