time,hr
4.24015299969852,144.78602432393888
4.634597025424576,128.15897173677033
4.993892573610687,121.42063989881262
5.5094035775298895,115.51306130115108
6.134265400462255,101.64199962226665
6.5716686765149115,97.66669152425689
6.884099587981095,100.422682432541
7.407421364686952,101.25343567283716
8.168971711385772,106.69630172994987
8.86413048939803,102.3498970959366
9.375736106923906,103.14387107994405
9.961544065923,103.14387107994405
10.656702843935257,114.78620017799508
11.457307054567352,107.03343486737597
12.105601195859682,119.8790841905731
12.609396040598902,126.40101334491956
13.132717817304759,132.3085919425811
13.773201185810436,120.66626284453007
14.433211486282747,122.1454088577403
15.175234901014932,112.8154109282603
15.901636770173809,114.91768194502887
16.542120138679486,108.17935010707122
17.202130439151798,112.31949740297323
17.58485830569787,111.8011641846688
17.979302331423927,110.79041440897512
18.401084061903276,103.26895588231477
18.990797407295695,101.78980986910447
19.94761707366088,96.30057611460188
20.720883579539684,95.33976331969606
21.24811074263887,91.65409999620712
22.064336498844273,89.75738436774498
22.96257536930955,87.72087898723811
23.587437192241914,84.72356081182542
24.071705105014498,82.68705543131856
24.794201587780048,83.34046942772663
25.430779569892398,82.78981005172145
25.96191211938491,80.5842363000028
26.446180032157493,80.2289311059569
26.973407195256677,79.70158339689945
27.602174404582367,80.2289311059569
27.992713043915096,78.48164654747912
28.527750979800935,80.33191510515185
29.19947743945323,78.48164654747912
29.87901467189218,76.80342050481792
30.75772661039082,74.07080055788335
31.769221686262586,73.26502800942825
32.69870364787448,70.76188691263665
33.29622776605356,69.07094703631893
33.760968746859504,67.8214840735225
34.52642447995166,66.98586809734678
35.311407145010435,66.15025212117106
35.99094437744939,65.5536616974935
36.889183247914666,65.88193940241958
37.87724600542647,65.02746795689437
38.576310169832055,64.28619571996441
39.30661742538426,64.99598535223721
40.27515325092942,64.88278614364198
41.19291905336134,64.141513906712
42.08334715103996,64.88278614364198
43.02454527183184,63.95817151975267
43.80562255049729,62.92010418255379
44.62575369309603,62.59182647762772
45.78565345191423,63.00482100963161
47.078336348105566,62.67654330470553
48.335870766756955,62.10734791921914
49.64026982212827,61.694353387215244
50.89389885438633,61.28135885521135
52.16314943221769,59.37455431383175
