video_id,label,time_s,fft_PCA_2_poly,hilbert_PCA_2_poly
Markiplier_Giant_Baby_1,unknown,15.0,,96.98217476211266
Markiplier_Giant_Baby_1,unknown,17.0,56.0,95.76989751409305
Markiplier_Giant_Baby_1,unknown,19.0,56.0,93.05373733317354
Markiplier_Giant_Baby_1,unknown,21.0,56.0,90.23562730938806
Markiplier_Giant_Baby_1,unknown,23.0,56.0,86.65228395001574
Markiplier_Giant_Baby_1,unknown,25.0,55.21872715086521,85.28031041847858
Markiplier_Giant_Baby_1,unknown,27.0,52.55177613941018,84.24137159425692
Markiplier_Giant_Baby_1,unknown,29.0,52.0,82.68414050583696
Markiplier_Giant_Baby_1,unknown,31.0,52.0,81.6448671262596
Markiplier_Giant_Baby_1,unknown,33.0,52.0,79.7334459910797
Markiplier_Giant_Baby_1,unknown,35.0,53.05801395320498,79.14939273945677
Markiplier_Giant_Baby_1,unknown,37.0,53.6085105410675,78.89166505351864
Markiplier_Giant_Baby_1,unknown,39.0,52.27503503533999,78.61077789338698
Markiplier_Giant_Baby_1,unknown,41.0,52.0,78.41142717502184
Markiplier_Giant_Baby_1,unknown,43.0,52.0,78.08868815924046
Markiplier_Giant_Baby_1,unknown,45.0,52.0,77.48950834881586
Markiplier_Giant_Baby_1,unknown,47.0,60.470935900560654,77.24463062562027
Markiplier_Giant_Baby_1,unknown,49.0,68.0,77.15313301392239
Markiplier_Giant_Baby_1,unknown,51.0,68.0,77.27457537729408
Markiplier_Giant_Baby_1,unknown,53.0,,76.96459482523598
