video_id,label,time_s,fft_PCA_2_poly,hilbert_PCA_2_poly
Markiplier_Baseline_4,neutral,15.0,54.0,87.55482778301385
Markiplier_Baseline_4,neutral,17.0,54.0,87.90655221213149
Markiplier_Baseline_4,neutral,19.0,54.0,88.08786757166799
Markiplier_Baseline_4,neutral,21.0,54.56395348837214,88.37172969500422
Markiplier_Baseline_4,neutral,23.0,70.56686046511632,89.08240270616322
Markiplier_Baseline_4,neutral,25.0,75.85755813953487,88.8598104772541
Markiplier_Baseline_4,neutral,27.0,71.7613856589147,88.2880954457787
Markiplier_Baseline_4,neutral,29.0,65.09350775193795,87.00867078632983
Markiplier_Baseline_4,neutral,31.0,62.71487403100775,86.0195035836397
Markiplier_Baseline_4,neutral,33.0,63.95155038759689,84.88911163133888
Markiplier_Baseline_4,neutral,35.0,62.61797480620154,83.9405252298471
Markiplier_Baseline_4,neutral,37.0,64.86240310077523,83.42689248319256
Markiplier_Baseline_4,neutral,39.0,70.14752906976746,82.29953139522313
Markiplier_Baseline_4,neutral,41.0,74.14825581395351,80.73779030542207
Markiplier_Baseline_4,neutral,43.0,76.0,78.20032536828371
Markiplier_Baseline_4,neutral,45.0,75.80038759689918,76.90475490801828
Markiplier_Baseline_4,neutral,47.0,70.4660852713178,75.65621943749886
