video_id,label,time_s,fft_PCA_2_poly,hilbert_PCA_2_poly
Markiplier_Baseline_2,neutral,15.0,46.0,79.88903961581889
Markiplier_Baseline_2,neutral,17.0,46.0,79.35307268837525
Markiplier_Baseline_2,neutral,19.0,56.6991814461119,78.69686050437417
Markiplier_Baseline_2,neutral,21.0,76.0,78.24369584039367
Markiplier_Baseline_2,neutral,23.0,76.0,77.15179493691627
Markiplier_Baseline_2,neutral,25.0,65.29058663028644,76.79819475451274
Markiplier_Baseline_2,neutral,27.0,46.902910413824536,76.28885078217748
Markiplier_Baseline_2,neutral,29.0,72.24056389267855,75.41512170843365
Markiplier_Baseline_2,neutral,31.0,71.85106866757611,74.74404838723913
Markiplier_Baseline_2,neutral,33.0,50.0,73.98899375126177
Markiplier_Baseline_2,neutral,35.0,50.0,73.33274510466111
Markiplier_Baseline_2,neutral,37.0,50.0,72.92830678626984
Markiplier_Baseline_2,neutral,39.0,50.0,72.89101180110995
Markiplier_Baseline_2,neutral,41.0,50.0,73.19362907551888
Markiplier_Baseline_2,neutral,43.0,50.0,73.40949254714076
Markiplier_Baseline_2,neutral,45.0,,73.43224793842923
