Subject ID,Recording ID,ROI,Extraction Method,Signal,Number of Windows,MAE (bpm),RMSE (bpm),Pearson r,Pearson p,Bias (bpm),SD (bpm),LoA Lower (bpm),LoA Upper (bpm),Mean rPPG (bpm),Median rPPG (bpm),Mean Ground Truth (bpm),Median Ground Truth (bpm),Mean Error (bpm),Median Error (bpm),Median Absolute Error (bpm)
s28,vid_s28_T2.avi,bbox_forehead,ZCA_3,,33,26.28,33.32,0.059,0.745,-23.31,24.18,-70.71,24.09,86.36,85.06,109.66,102.87,-23.31,-18.24,18.24
s28,vid_s28_T2.avi,bbox_forehead,ICA_1,,33,23.17,30.48,-0.299,0.091,-17.02,25.67,-67.34,33.29,92.64,93.78,109.66,102.87,-17.02,-13.26,16.5
s28,vid_s28_T2.avi,bbox_forehead,ICA_2,,33,24.32,32.91,0.066,0.716,-22.57,24.32,-70.24,25.09,87.09,87.45,109.66,102.87,-22.57,-17.28,19.9
s28,vid_s28_T2.avi,bbox_forehead,Best_ICA_3,,33,26.39,33.2,0.157,0.383,-23.94,23.35,-69.71,21.83,85.72,83.73,109.66,102.87,-23.94,-19.55,19.55
s28,vid_s28_T2.avi,bbox_forehead,CHROM,,33,22.91,29.29,-0.2,0.263,-14.94,25.59,-65.09,35.2,94.72,95.23,109.66,102.87,-14.94,-11.77,19.32
s28,vid_s28_T2.avi,bbox_forehead,POS,,33,22.93,30.18,-0.433,0.012,-14.13,27.08,-67.22,38.95,95.53,97.32,109.66,102.87,-14.13,-6.28,18.1
s28,vid_s28_T2.avi,mesh_forehead,R,,33,25.88,32.64,0.108,0.55,-22.41,24.1,-69.64,24.83,87.26,86.38,109.66,102.87,-22.41,-18.64,18.64
s28,vid_s28_T2.avi,mesh_forehead,G,,33,26.02,33.03,0.111,0.537,-23.06,24.01,-70.12,23.99,86.6,86.47,109.66,102.87,-23.06,-17.45,17.45
s28,vid_s28_T2.avi,mesh_forehead,B,,33,25.36,33.48,-0.045,0.803,-22.64,25.04,-71.73,26.44,87.02,84.95,109.66,102.87,-22.64,-16.94,16.94
s28,vid_s28_T2.avi,mesh_forehead,GREY_W,,33,25.85,32.9,0.092,0.611,-22.66,24.22,-70.12,24.81,87.0,86.47,109.66,102.87,-22.66,-17.0,17.0
s28,vid_s28_T2.avi,mesh_forehead,GREY_A,,33,25.62,32.9,0.056,0.756,-22.37,24.49,-70.38,25.64,87.3,86.11,109.66,102.87,-22.37,-16.83,17.52
s28,vid_s28_T2.avi,mesh_forehead,PCA_1,,33,25.65,32.87,0.061,0.734,-22.37,24.46,-70.31,25.57,87.3,85.93,109.66,102.87,-22.37,-16.77,17.54
s28,vid_s28_T2.avi,mesh_forehead,PCA_2,,33,30.63,36.91,0.023,0.9,-27.53,24.97,-76.47,21.42,82.14,81.96,109.66,102.87,-27.53,-26.18,26.18
s28,vid_s28_T2.avi,mesh_forehead,PCA_3,,33,26.14,32.99,-0.306,0.083,-21.25,25.63,-71.48,28.98,88.42,88.23,109.66,102.87,-21.25,-17.09,21.89
s28,vid_s28_T2.avi,mesh_forehead,ZCA_1,,33,28.17,34.79,-0.034,0.851,-24.29,25.29,-73.86,25.27,85.37,84.79,109.66,102.87,-24.29,-22.22,24.43
s28,vid_s28_T2.avi,mesh_forehead,ZCA_2,,33,25.65,33.28,-0.184,0.305,-22.91,24.51,-70.95,25.13,86.75,87.07,109.66,102.87,-22.91,-12.84,21.16
s28,vid_s28_T2.avi,mesh_forehead,ZCA_3,,33,29.43,36.74,-0.026,0.885,-26.98,25.33,-76.63,22.66,82.68,81.35,109.66,102.87,-26.98,-22.22,22.22
s28,vid_s28_T2.avi,mesh_forehead,ICA_1,,33,27.41,34.84,-0.2,0.264,-23.51,26.12,-74.7,27.68,86.16,84.98,109.66,102.87,-23.51,-19.62,22.8
s28,vid_s28_T2.avi,mesh_forehead,ICA_2,,33,28.22,34.57,0.169,0.346,-25.67,23.51,-71.75,20.41,83.99,81.88,109.66,102.87,-25.67,-24.21,25.74
s28,vid_s28_T2.avi,mesh_forehead,Best_ICA_3,,33,28.45,36.08,-0.106,0.557,-25.33,26.09,-76.48,25.81,84.33,85.36,109.66,102.87,-25.33,-21.99,21.99
s28,vid_s28_T2.avi,mesh_forehead,CHROM,,33,23.67,31.81,-0.356,0.042,-18.34,26.4,-70.07,33.4,91.33,91.81,109.66,102.87,-18.34,-11.79,16.17
s28,vid_s28_T2.avi,mesh_forehead,POS,,33,22.67,30.51,-0.208,0.246,-17.89,25.1,-67.09,31.32,91.78,91.89,109.66,102.87,-17.89,-7.09,16.3
s28,vid_s28_T3.avi,manual,R,,33,37.67,44.82,-0.034,0.852,-37.67,24.66,-86.01,10.67,77.84,76.22,115.51,108.6,-37.67,-34.88,34.88
s28,vid_s28_T3.avi,manual,G,,33,35.16,42.01,0.036,0.843,-35.04,23.53,-81.15,11.08,80.48,79.43,115.51,108.6,-35.04,-30.16,30.16
s28,vid_s28_T3.avi,manual,B,,33,39.61,45.77,0.047,0.795,-39.61,23.3,-85.27,6.05,75.9,75.16,115.51,108.6,-39.61,-35.35,35.35
s28,vid_s28_T3.avi,manual,GREY_W,,33,36.62,43.54,0.017,0.925,-36.62,23.93,-83.52,10.28,78.9,77.15,115.51,108.6,-36.62,-33.51,33.51
s28,vid_s28_T3.avi,manual,GREY_A,,33,37.59,44.37,0.017,0.925,-37.59,23.94,-84.52,9.34,77.93,75.77,115.51,108.6,-37.59,-35.02,35.02
s28,vid_s28_T3.avi,manual,PCA_1,,33,37.65,44.43,0.016,0.928,-37.65,23.96,-84.61,9.32,77.87,75.68,115.51,108.6,-37.65,-35.18,35.18
s28,vid_s28_T3.avi,manual,PCA_2,,33,33.92,41.0,-0.047,0.793,-32.79,25.01,-81.8,16.23,82.73,83.8,115.51,108.6,-32.79,-29.81,29.81
s28,vid_s28_T3.avi,manual,PCA_3,,33,16.36,25.04,0.133,0.459,-11.74,22.45,-55.75,32.27,103.77,104.17,115.51,108.6,-11.74,-4.35,8.01
s28,vid_s28_T3.avi,manual,ZCA_1,,33,33.88,41.26,-0.13,0.472,-32.22,26.17,-83.52,19.08,83.29,83.56,115.51,108.6,-32.22,-28.18,28.18
s28,vid_s28_T3.avi,manual,ZCA_2,,33,19.59,27.82,0.158,0.381,-16.86,22.47,-60.9,27.18,98.65,99.2,115.51,108.6,-16.86,-10.43,12.31
s28,vid_s28_T3.avi,manual,ZCA_3,,33,22.02,29.78,0.13,0.471,-18.83,23.43,-64.75,27.09,96.68,99.39,115.51,108.6,-18.83,-11.49,12.74
s28,vid_s28_T3.avi,manual,ICA_1,,33,16.42,25.06,0.01,0.955,-10.29,23.21,-55.77,35.2,105.23,106.35,115.51,108.6,-10.29,-2.11,8.62
s28,vid_s28_T3.avi,manual,Best_ICA_2,,33,26.36,34.23,0.065,0.718,-25.39,23.32,-71.09,20.32,90.13,89.03,115.51,108.6,-25.39,-18.0,18.0
s28,vid_s28_T3.avi,manual,ICA_3,,33,27.79,35.76,0.041,0.822,-26.16,24.75,-74.68,22.35,89.35,91.28,115.51,108.6,-26.16,-22.66,24.89
s28,vid_s28_T3.avi,manual,CHROM,,33,14.82,23.14,0.431,0.012,-10.01,21.19,-51.54,31.52,105.5,106.14,115.51,108.6,-10.01,-2.53,8.83
s28,vid_s28_T3.avi,manual,POS,,33,15.09,23.48,0.416,0.016,-10.82,21.16,-52.29,30.64,104.69,104.45,115.51,108.6,-10.82,-2.51,8.76
s28,vid_s28_T3.avi,none,R,,33,40.01,46.08,0.037,0.837,-40.01,23.2,-85.49,5.47,75.5,74.91,115.51,108.6,-40.01,-34.6,34.6
s28,vid_s28_T3.avi,none,G,,33,40.41,45.95,0.186,0.299,-40.41,22.21,-83.94,3.12,75.1,75.06,115.51,108.6,-40.41,-36.02,36.02
s28,vid_s28_T3.avi,none,B,,33,42.73,48.16,0.127,0.483,-42.73,22.56,-86.95,1.49,72.79,72.82,115.51,108.6,-42.73,-37.93,37.93
s28,vid_s28_T3.avi,none,GREY_W,,33,40.77,46.41,0.127,0.483,-40.77,22.53,-84.93,3.4,74.75,75.1,115.51,108.6,-40.77,-36.63,36.63
s28,vid_s28_T3.avi,none,GREY_A,,33,41.33,46.94,0.114,0.529,-41.33,22.62,-85.65,3.0,74.19,74.35,115.51,108.6,-41.33,-36.88,36.88
s28,vid_s28_T3.avi,none,PCA_1,,33,41.41,47.0,0.119,0.509,-41.41,22.58,-85.67,2.85,74.1,74.42,115.51,108.6,-41.41,-36.95,36.95
s28,vid_s28_T3.avi,none,PCA_2,,33,35.54,42.79,-0.124,0.493,-34.19,26.13,-85.41,17.02,81.32,81.23,115.51,108.6,-34.19,-29.74,29.74
s28,vid_s28_T3.avi,none,PCA_3,,33,24.8,32.85,0.076,0.674,-22.77,24.05,-69.91,24.37,92.75,95.97,115.51,108.6,-22.77,-21.07,21.32
s28,vid_s28_T3.avi,none,ZCA_1,,33,36.38,43.32,-0.035,0.847,-36.23,24.12,-83.51,11.05,79.29,79.5,115.51,108.6,-36.23,-29.93,29.93
s28,vid_s28_T3.avi,none,ZCA_2,,33,20.84,29.27,0.159,0.377,-18.32,23.18,-63.75,27.11,97.19,99.1,115.51,108.6,-18.32,-15.13,16.12
s28,vid_s28_T3.avi,none,ZCA_3,,33,30.43,37.54,0.06,0.74,-28.99,24.21,-76.45,18.47,86.52,88.21,115.51,108.6,-28.99,-26.85,26.85
s28,vid_s28_T3.avi,none,Best_ICA_1,,33,27.02,34.89,0.003,0.986,-25.22,24.47,-73.19,22.74,90.29,92.78,115.51,108.6,-25.22,-21.49,21.49
s28,vid_s28_T3.avi,none,ICA_2,,33,25.55,33.26,0.14,0.438,-23.91,23.48,-69.93,22.1,91.6,92.15,115.51,108.6,-23.91,-19.68,19.68
s28,vid_s28_T3.avi,none,ICA_3,,33,39.36,45.42,0.049,0.786,-38.99,23.66,-85.35,7.38,76.53,75.08,115.51,108.6,-38.99,-35.42,35.42
s28,vid_s28_T3.avi,none,CHROM,,33,15.74,23.92,0.323,0.066,-11.07,21.53,-53.27,31.14,104.45,104.21,115.51,108.6,-11.07,-5.73,7.28
s28,vid_s28_T3.avi,none,POS,,33,18.36,26.76,0.156,0.386,-15.15,22.41,-59.06,28.77,100.37,100.64,115.51,108.6,-15.15,-10.53,11.84
s28,vid_s28_T3.avi,face_track,R,,33,35.08,42.12,-0.162,0.367,-34.0,25.25,-83.48,15.48,81.51,80.49,115.51,108.6,-34.0,-29.67,29.67
s28,vid_s28_T3.avi,face_track,G,,33,35.93,42.92,-0.115,0.523,-35.3,24.8,-83.9,13.31,80.22,79.93,115.51,108.6,-35.3,-31.07,31.07
s28,vid_s28_T3.avi,face_track,B,,33,36.87,43.49,-0.02,0.911,-36.48,24.03,-83.59,10.63,79.03,78.91,115.51,108.6,-36.48,-31.87,31.87
s28,vid_s28_T3.avi,face_track,GREY_W,,33,35.96,42.91,-0.128,0.479,-35.19,24.94,-84.07,13.68,80.32,80.26,115.51,108.6,-35.19,-31.16,31.16
s28,vid_s28_T3.avi,face_track,GREY_A,,33,36.14,43.02,-0.115,0.525,-35.4,24.83,-84.07,13.28,80.12,80.07,115.51,108.6,-35.4,-31.28,31.28
s28,vid_s28_T3.avi,face_track,PCA_1,,33,36.03,42.94,-0.123,0.496,-35.24,24.91,-84.06,13.57,80.27,80.18,115.51,108.6,-35.24,-31.12,31.12
s28,vid_s28_T3.avi,face_track,PCA_2,,33,22.68,29.5,0.327,0.063,-20.66,21.38,-62.57,21.25,94.85,95.81,115.51,108.6,-20.66,-20.09,20.09
s28,vid_s28_T3.avi,face_track,PCA_3,,33,26.25,33.02,0.161,0.372,-24.13,22.9,-69.01,20.75,91.39,91.5,115.51,108.6,-24.13,-21.24,21.24
s28,vid_s28_T3.avi,face_track,ZCA_1,,33,26.87,33.79,0.069,0.703,-24.63,23.49,-70.67,21.42,90.88,89.66,115.51,108.6,-24.63,-19.6,19.6
s28,vid_s28_T3.avi,face_track,ZCA_2,,33,28.02,36.47,-0.142,0.431,-26.74,25.18,-76.1,22.62,88.77,89.03,115.51,108.6,-26.74,-20.08,20.08
s28,vid_s28_T3.avi,face_track,ZCA_3,,33,26.48,32.97,0.261,0.143,-24.84,22.02,-68.0,18.32,90.67,91.09,115.51,108.6,-24.84,-21.27,21.27
s28,vid_s28_T3.avi,face_track,ICA_1,,33,29.68,37.32,-0.16,0.373,-27.76,25.34,-77.42,21.9,87.76,87.72,115.51,108.6,-27.76,-21.08,21.08
s28,vid_s28_T3.avi,face_track,ICA_2,,33,32.24,39.34,0.016,0.931,-31.29,24.21,-78.74,16.17,84.22,84.21,115.51,108.6,-31.29,-27.84,27.84
s28,vid_s28_T3.avi,face_track,Best_ICA_3,,33,25.19,31.83,0.263,0.139,-23.36,21.95,-66.39,19.67,92.16,91.7,115.51,108.6,-23.36,-18.69,18.69
s28,vid_s28_T3.avi,face_track,CHROM,,33,17.55,25.76,0.024,0.894,-11.09,23.61,-57.36,35.18,104.43,105.83,115.51,108.6,-11.09,-7.23,12.58
s28,vid_s28_T3.avi,face_track,POS,,33,18.08,26.84,0.001,0.995,-13.05,23.81,-59.72,33.63,102.47,103.63,115.51,108.6,-13.05,-7.74,13.07
s28,vid_s28_T3.avi,bbox_forehead,R,,33,30.38,37.19,0.012,0.946,-28.64,24.09,-75.86,18.58,86.87,85.48,115.51,108.6,-28.64,-26.44,26.44
s28,vid_s28_T3.avi,bbox_forehead,G,,33,30.66,37.57,-0.001,0.996,-28.98,24.29,-76.59,18.64,86.54,84.7,115.51,108.6,-28.98,-26.52,26.52
s28,vid_s28_T3.avi,bbox_forehead,B,,33,29.15,35.57,0.1,0.578,-27.04,23.48,-73.05,18.98,88.48,87.27,115.51,108.6,-27.04,-25.98,25.98
s28,vid_s28_T3.avi,bbox_forehead,GREY_W,,33,30.55,37.38,0.011,0.954,-28.83,24.17,-76.2,18.54,86.68,85.19,115.51,108.6,-28.83,-26.33,26.33
s28,vid_s28_T3.avi,bbox_forehead,GREY_A,,33,30.24,36.98,0.03,0.868,-28.43,24.0,-75.48,18.62,87.08,85.64,115.51,108.6,-28.43,-26.7,26.7
s28,vid_s28_T3.avi,bbox_forehead,PCA_1,,33,30.28,37.02,0.027,0.882,-28.48,24.02,-75.57,18.6,87.03,85.54,115.51,108.6,-28.48,-26.86,26.86
s28,vid_s28_T3.avi,bbox_forehead,PCA_2,,33,28.74,36.7,-0.025,0.889,-27.9,24.22,-75.36,19.56,87.61,86.57,115.51,108.6,-27.9,-25.67,25.67
s28,vid_s28_T3.avi,bbox_forehead,PCA_3,,33,21.32,29.21,0.102,0.573,-18.21,23.19,-63.67,27.24,97.3,98.51,115.51,108.6,-18.21,-12.33,14.15
s28,vid_s28_T3.avi,bbox_forehead,ZCA_1,,33,28.67,35.8,0.02,0.911,-26.95,23.93,-73.85,19.94,88.56,87.34,115.51,108.6,-26.95,-24.05,24.05
s28,vid_s28_T3.avi,bbox_forehead,ZCA_2,,33,27.75,34.79,0.009,0.959,-25.61,23.91,-72.48,21.26,89.9,89.74,115.51,108.6,-25.61,-22.18,22.18
s28,vid_s28_T3.avi,bbox_forehead,ZCA_3,,33,27.66,34.49,0.088,0.627,-25.57,23.5,-71.63,20.5,89.95,90.34,115.51,108.6,-25.57,-21.4,21.4
s28,vid_s28_T3.avi,bbox_forehead,ICA_1,,33,24.28,31.92,0.085,0.636,-22.03,23.46,-68.01,23.96,93.49,95.11,115.51,108.6,-22.03,-17.26,17.26
s28,vid_s28_T3.avi,bbox_forehead,Best_ICA_2,,33,30.79,38.36,-0.086,0.634,-29.58,24.81,-78.21,19.06,85.94,83.65,115.51,108.6,-29.58,-28.09,28.09
s28,vid_s28_T3.avi,bbox_forehead,ICA_3,,33,26.77,32.85,0.154,0.394,-23.97,22.81,-68.68,20.74,91.54,91.98,115.51,108.6,-23.97,-21.63,21.85
s28,vid_s28_T3.avi,bbox_forehead,CHROM,,33,17.94,26.74,-0.011,0.952,-13.02,23.72,-59.51,33.46,102.49,102.57,115.51,108.6,-13.02,-7.74,10.27
s28,vid_s28_T3.avi,bbox_forehead,POS,,33,17.35,25.83,0.115,0.523,-12.91,22.72,-57.44,31.61,102.6,102.81,115.51,108.6,-12.91,-5.74,9.98
s28,vid_s28_T3.avi,mesh_forehead,R,,33,35.35,42.46,0.067,0.712,-35.35,23.9,-82.19,11.5,80.17,79.18,115.51,108.6,-35.35,-31.8,31.8
s28,vid_s28_T3.avi,mesh_forehead,G,,33,30.33,38.59,-0.024,0.893,-30.06,24.57,-78.22,18.1,85.45,85.79,115.51,108.6,-30.06,-28.14,28.14
s28,vid_s28_T3.avi,mesh_forehead,B,,33,35.62,42.96,-0.028,0.878,-35.6,24.42,-83.47,12.27,79.91,78.65,115.51,108.6,-35.6,-33.34,33.34
s28,vid_s28_T3.avi,mesh_forehead,GREY_W,,33,32.78,40.57,0.012,0.947,-32.78,24.27,-80.36,14.79,82.73,83.07,115.51,108.6,-32.78,-29.26,29.26
s28,vid_s28_T3.avi,mesh_forehead,GREY_A,,33,34.01,41.55,0.015,0.933,-34.01,24.24,-81.52,13.49,81.5,81.88,115.51,108.6,-34.01,-29.99,29.99
s28,vid_s28_T3.avi,mesh_forehead,PCA_1,,33,34.11,41.61,0.019,0.916,-34.11,24.21,-81.56,13.34,81.41,81.7,115.51,108.6,-34.11,-30.12,30.12
s28,vid_s28_T3.avi,mesh_forehead,PCA_2,,33,26.52,34.58,0.098,0.589,-25.15,24.1,-72.39,22.09,90.36,91.42,115.51,108.6,-25.15,-21.44,22.39
s28,vid_s28_T3.avi,mesh_forehead,PCA_3,,33,26.65,34.25,0.058,0.747,-24.87,23.92,-71.75,22.01,90.64,89.37,115.51,108.6,-24.87,-19.49,19.49
s28,vid_s28_T3.avi,mesh_forehead,ZCA_1,,33,35.11,42.0,0.005,0.976,-34.56,24.23,-82.06,12.93,80.95,80.28,115.51,108.6,-34.56,-29.49,29.49
s28,vid_s28_T3.avi,mesh_forehead,ZCA_2,,33,19.65,28.69,-0.047,0.793,-15.41,24.58,-63.58,32.76,100.1,100.83,115.51,108.6,-15.41,-8.72,12.52
s28,vid_s28_T3.avi,mesh_forehead,ZCA_3,,33,36.31,43.11,0.009,0.959,-35.81,24.37,-83.58,11.96,79.7,78.66,115.51,108.6,-35.81,-32.54,32.54
s28,vid_s28_T3.avi,mesh_forehead,Best_ICA_1,,33,33.15,40.21,0.023,0.898,-32.32,24.29,-79.93,15.28,83.19,82.36,115.51,108.6,-32.32,-28.81,28.81
s28,vid_s28_T3.avi,mesh_forehead,ICA_2,,33,23.27,32.05,-0.148,0.412,-19.78,25.61,-69.97,30.41,95.74,96.6,115.51,108.6,-19.78,-14.47,15.01
s28,vid_s28_T3.avi,mesh_forehead,ICA_3,,33,32.31,39.47,0.102,0.573,-31.88,23.63,-78.2,14.44,83.64,85.09,115.51,108.6,-31.88,-30.02,30.02
s28,vid_s28_T3.avi,mesh_forehead,CHROM,,33,15.7,24.17,0.259,0.146,-11.06,21.83,-53.84,31.72,104.45,103.93,115.51,108.6,-11.06,-4.88,8.84
s28,vid_s28_T3.avi,mesh_forehead,POS,,33,17.51,25.34,0.097,0.591,-11.18,23.09,-56.43,34.08,104.34,104.65,115.51,108.6,-11.18,-5.0,10.68
s34,vid_s34_T1.avi,manual,R,,33,11.46,13.55,-0.079,0.661,4.64,12.93,-20.7,29.99,76.52,76.32,71.88,69.77,4.64,6.79,11.71
s34,vid_s34_T1.avi,manual,G,,33,9.35,11.74,-0.222,0.215,2.63,11.62,-20.15,25.4,74.5,74.54,71.88,69.77,2.63,4.77,9.05
s34,vid_s34_T1.avi,manual,B,,33,8.84,11.31,-0.054,0.766,3.32,10.98,-18.2,24.84,75.2,74.16,71.88,69.77,3.32,4.9,8.08
s34,vid_s34_T1.avi,manual,GREY_W,,33,9.97,12.15,-0.198,0.269,2.97,11.96,-20.48,26.41,74.84,74.28,71.88,69.77,2.97,4.48,9.76
s34,vid_s34_T1.avi,manual,GREY_A,,33,9.86,12.02,-0.173,0.334,3.11,11.79,-20.0,26.21,74.98,74.81,71.88,69.77,3.11,4.66,10.27
s34,vid_s34_T1.avi,manual,PCA_1,,33,10.16,12.22,-0.165,0.36,3.23,11.97,-20.22,26.69,75.11,75.91,71.88,69.77,3.23,4.77,10.17
s34,vid_s34_T1.avi,manual,PCA_2,,33,8.29,9.73,0.329,0.062,4.12,8.96,-13.44,21.67,75.99,75.42,71.88,69.77,4.12,6.99,8.41
s34,vid_s34_T1.avi,manual,PCA_3,,33,7.33,10.06,0.008,0.967,3.07,9.73,-16.0,22.13,74.95,74.62,71.88,69.77,3.07,4.94,5.88
s34,vid_s34_T1.avi,manual,ZCA_1,,33,8.41,10.53,-0.119,0.51,0.93,10.65,-19.94,21.8,72.81,72.67,71.88,69.77,0.93,4.54,7.75
s34,vid_s34_T1.avi,manual,ZCA_2,,33,7.64,10.33,-0.039,0.831,3.05,10.02,-16.59,22.69,74.93,73.68,71.88,69.77,3.05,5.06,6.78
s34,vid_s34_T1.avi,manual,ZCA_3,,33,7.57,10.51,-0.058,0.747,2.4,10.39,-17.96,22.76,74.28,73.7,71.88,69.77,2.4,4.04,4.99
s34,vid_s34_T1.avi,manual,Best_ICA_1,,33,7.33,10.09,0.006,0.975,3.03,9.77,-16.12,22.19,74.91,73.92,71.88,69.77,3.03,4.93,5.76
s34,vid_s34_T1.avi,manual,ICA_2,,33,9.16,10.95,-0.064,0.722,1.22,11.05,-20.43,22.87,73.1,73.62,71.88,69.77,1.22,6.12,7.68
s34,vid_s34_T1.avi,manual,ICA_3,,33,7.93,9.97,0.064,0.723,2.78,9.73,-16.29,21.85,74.66,74.51,71.88,69.77,2.78,5.12,6.54
s34,vid_s34_T1.avi,manual,CHROM,,33,7.36,9.77,0.052,0.775,3.05,9.43,-15.43,21.52,74.92,74.16,71.88,69.77,3.05,5.14,6.87
s34,vid_s34_T1.avi,manual,POS,,33,6.99,9.62,0.061,0.734,2.64,9.39,-15.77,21.04,74.51,73.98,71.88,69.77,2.64,4.59,5.14
s34,vid_s34_T1.avi,none,R,,33,9.68,11.79,0.098,0.588,2.67,11.66,-20.18,25.52,74.55,75.65,71.88,69.77,2.67,2.43,9.11
s34,vid_s34_T1.avi,none,G,,33,8.69,11.05,-0.07,0.7,1.59,11.11,-20.18,23.36,73.47,73.77,71.88,69.77,1.59,5.75,7.8
s34,vid_s34_T1.avi,none,B,,33,10.67,13.01,-0.04,0.824,4.27,12.48,-20.2,28.74,76.14,76.28,71.88,69.77,4.27,7.82,10.65
s34,vid_s34_T1.avi,none,GREY_W,,33,9.1,11.4,-0.077,0.672,1.82,11.43,-20.58,24.21,73.69,74.54,71.88,69.77,1.82,4.51,8.11
s34,vid_s34_T1.avi,none,GREY_A,,33,9.38,11.61,-0.068,0.706,2.3,11.56,-20.36,24.96,74.18,75.09,71.88,69.77,2.3,3.77,8.69
s34,vid_s34_T1.avi,none,PCA_1,,33,9.38,11.59,-0.065,0.719,2.22,11.55,-20.41,24.85,74.1,75.25,71.88,69.77,2.22,3.51,8.6
s34,vid_s34_T1.avi,none,PCA_2,,33,11.1,13.57,-0.011,0.95,6.56,12.06,-17.08,30.19,78.44,78.2,71.88,69.77,6.56,6.63,9.75
s34,vid_s34_T1.avi,none,PCA_3,,33,6.89,9.56,0.036,0.841,2.07,9.48,-16.51,20.66,73.95,72.99,71.88,69.77,2.07,4.44,5.07
s34,vid_s34_T1.avi,none,ZCA_1,,33,9.45,12.15,-0.066,0.716,3.29,11.88,-19.99,26.57,75.17,73.76,71.88,69.77,3.29,4.89,7.78
s34,vid_s34_T1.avi,none,ZCA_2,,33,6.85,9.52,0.032,0.859,2.1,9.43,-16.37,20.57,73.98,73.14,71.88,69.77,2.1,4.53,5.03
s34,vid_s34_T1.avi,none,ZCA_3,,33,8.38,10.75,-0.012,0.949,3.45,10.33,-16.8,23.71,75.33,74.24,71.88,69.77,3.45,5.03,6.76
s34,vid_s34_T1.avi,none,Best_ICA_1,,33,7.02,9.67,0.022,0.902,2.15,9.57,-16.61,20.91,74.03,73.0,71.88,69.77,2.15,4.49,5.06
s34,vid_s34_T1.avi,none,ICA_2,,33,13.65,16.83,0.031,0.865,6.99,15.55,-23.48,37.46,78.87,76.79,71.88,69.77,6.99,5.11,12.13
s34,vid_s34_T1.avi,none,ICA_3,,33,11.55,13.45,0.064,0.722,7.61,11.26,-14.47,29.69,79.48,78.54,71.88,69.77,7.61,9.13,10.05
s34,vid_s34_T1.avi,none,CHROM,,33,6.82,9.5,0.015,0.936,2.16,9.4,-16.26,20.58,74.03,73.15,71.88,69.77,2.16,3.96,5.25
s34,vid_s34_T1.avi,none,POS,,33,7.1,9.71,0.048,0.793,2.69,9.47,-15.87,21.25,74.57,73.75,71.88,69.77,2.69,4.87,5.22
s34,vid_s34_T1.avi,face_track,R,,33,16.95,20.13,-0.015,0.936,14.87,13.78,-12.13,41.87,86.75,84.61,71.88,69.77,14.87,14.49,14.59
s34,vid_s34_T1.avi,face_track,G,,33,16.04,19.37,-0.024,0.895,13.39,14.21,-14.47,41.25,85.27,85.36,71.88,69.77,13.39,11.78,14.22
s34,vid_s34_T1.avi,face_track,B,,33,15.78,19.69,-0.006,0.975,13.3,14.74,-15.59,42.2,85.18,84.33,71.88,69.77,13.3,9.98,11.06
s34,vid_s34_T1.avi,face_track,GREY_W,,33,16.55,19.98,-0.012,0.945,14.22,14.26,-13.74,42.17,86.09,85.22,71.88,69.77,14.22,13.52,13.83
s34,vid_s34_T1.avi,face_track,GREY_A,,33,16.53,20.04,-0.013,0.941,14.2,14.36,-13.95,42.35,86.08,84.89,71.88,69.77,14.2,12.72,13.49
s34,vid_s34_T1.avi,face_track,PCA_1,,33,16.56,20.06,-0.014,0.94,14.26,14.34,-13.84,42.36,86.13,85.01,71.88,69.77,14.26,12.85,13.71
s34,vid_s34_T1.avi,face_track,PCA_2,,33,15.76,18.76,0.084,0.644,13.85,12.85,-11.33,39.04,85.73,84.46,71.88,69.77,13.85,14.03,15.55
s34,vid_s34_T1.avi,face_track,PCA_3,,33,8.53,10.99,-0.066,0.714,3.51,10.58,-17.22,24.24,75.39,74.38,71.88,69.77,3.51,6.45,7.09
s34,vid_s34_T1.avi,face_track,ZCA_1,,33,12.49,14.75,0.001,0.997,9.33,11.6,-13.41,32.08,81.21,81.05,71.88,69.77,9.33,11.31,11.73
s34,vid_s34_T1.avi,face_track,ZCA_2,,33,8.47,10.98,-0.077,0.668,3.23,10.66,-17.66,24.11,75.1,73.96,71.88,69.77,3.23,6.01,6.72
s34,vid_s34_T1.avi,face_track,ZCA_3,,33,9.53,12.21,-0.05,0.784,5.71,10.96,-15.77,27.19,77.59,75.69,71.88,69.77,5.71,6.4,6.91
s34,vid_s34_T1.avi,face_track,ICA_1,,33,12.44,14.61,0.012,0.947,9.2,11.52,-13.38,31.78,81.08,80.48,71.88,69.77,9.2,11.61,11.7
s34,vid_s34_T1.avi,face_track,Best_ICA_2,,33,8.58,11.33,-0.085,0.64,3.48,10.95,-17.97,24.93,75.36,74.01,71.88,69.77,3.48,5.71,6.47
s34,vid_s34_T1.avi,face_track,ICA_3,,33,9.4,11.7,-0.098,0.587,4.99,10.75,-16.08,26.06,76.86,75.88,71.88,69.77,4.99,7.23,8.04
s34,vid_s34_T1.avi,face_track,CHROM,,33,9.57,12.1,-0.266,0.134,5.37,11.02,-16.22,26.96,77.25,76.21,71.88,69.77,5.37,7.14,8.27
s34,vid_s34_T1.avi,face_track,POS,,33,9.44,12.07,-0.374,0.032,4.85,11.23,-17.16,26.86,76.72,75.72,71.88,69.77,4.85,6.0,8.15
