Subject ID,Recording ID,ROI,Extraction Method,Signal,Number of Windows,MAE (bpm),RMSE (bpm),Pearson r,Pearson p,Bias (bpm),SD (bpm),LoA Lower (bpm),LoA Upper (bpm),Mean rPPG (bpm),Median rPPG (bpm),Mean Ground Truth (bpm),Median Ground Truth (bpm),Mean Error (bpm),Median Error (bpm),Median Absolute Error (bpm)
s34,vid_s34_T1.avi,bbox_forehead,R,,33,17.7,20.78,0.034,0.852,16.91,12.25,-7.1,40.93,88.79,87.56,71.88,69.77,16.91,16.82,16.82
s34,vid_s34_T1.avi,bbox_forehead,G,,33,16.6,20.07,-0.016,0.931,15.29,13.2,-10.58,41.16,87.17,85.98,71.88,69.77,15.29,16.24,16.24
s34,vid_s34_T1.avi,bbox_forehead,B,,33,19.39,23.37,-0.078,0.667,16.7,16.6,-15.83,49.23,88.58,85.41,71.88,69.77,16.7,18.32,18.32
s34,vid_s34_T1.avi,bbox_forehead,GREY_W,,33,17.19,20.58,-0.003,0.987,16.07,13.06,-9.53,41.67,87.95,86.07,71.88,69.77,16.07,16.59,16.59
s34,vid_s34_T1.avi,bbox_forehead,GREY_A,,33,17.51,21.16,-0.019,0.917,16.36,13.63,-10.35,43.07,88.24,86.24,71.88,69.77,16.36,17.33,17.33
s34,vid_s34_T1.avi,bbox_forehead,PCA_1,,33,17.54,21.1,-0.013,0.944,16.44,13.43,-9.89,42.76,88.31,86.4,71.88,69.77,16.44,17.52,17.52
s34,vid_s34_T1.avi,bbox_forehead,PCA_2,,33,15.8,18.11,0.231,0.195,15.11,10.14,-4.76,34.98,86.99,86.92,71.88,69.77,15.11,16.78,16.78
s34,vid_s34_T1.avi,bbox_forehead,PCA_3,,33,12.72,15.0,-0.088,0.628,9.49,11.8,-13.64,32.61,81.37,79.71,71.88,69.77,9.49,11.2,11.64
s34,vid_s34_T1.avi,bbox_forehead,ZCA_1,,33,17.04,19.07,-0.08,0.659,15.08,11.85,-8.15,38.31,86.96,88.18,71.88,69.77,15.08,16.28,17.68
s34,vid_s34_T1.avi,bbox_forehead,ZCA_2,,33,12.83,15.67,-0.089,0.621,9.34,12.77,-15.68,34.37,81.22,79.79,71.88,69.77,9.34,10.55,12.25
s34,vid_s34_T1.avi,bbox_forehead,ZCA_3,,33,15.9,19.02,-0.113,0.531,13.04,14.06,-14.51,40.59,84.92,84.39,71.88,69.77,13.04,16.35,16.43
s34,vid_s34_T1.avi,bbox_forehead,Best_ICA_1,,33,12.39,15.05,-0.085,0.639,8.72,12.46,-15.7,33.14,80.6,79.36,71.88,69.77,8.72,10.45,10.78
s34,vid_s34_T1.avi,bbox_forehead,ICA_2,,33,17.85,19.98,0.163,0.366,16.92,10.78,-4.21,38.06,88.8,89.54,71.88,69.77,16.92,17.74,17.74
s34,vid_s34_T1.avi,bbox_forehead,ICA_3,,33,16.17,18.95,-0.159,0.378,13.97,12.99,-11.49,39.44,85.85,85.66,71.88,69.77,13.97,15.71,16.3
s34,vid_s34_T1.avi,bbox_forehead,CHROM,,33,12.95,14.81,0.037,0.837,10.34,10.77,-10.77,31.44,82.21,81.99,71.88,69.77,10.34,11.61,11.78
s34,vid_s34_T1.avi,bbox_forehead,POS,,33,10.52,12.56,0.109,0.546,8.0,9.84,-11.28,27.28,79.87,79.37,71.88,69.77,8.0,8.31,10.06
s34,vid_s34_T1.avi,mesh_forehead,R,,33,11.13,13.94,0.022,0.901,7.13,12.16,-16.71,30.97,79.01,76.79,71.88,69.77,7.13,7.91,8.57
s34,vid_s34_T1.avi,mesh_forehead,G,,33,8.14,10.82,-0.083,0.644,3.56,10.38,-16.78,23.89,75.43,76.02,71.88,69.77,3.56,4.68,7.01
s34,vid_s34_T1.avi,mesh_forehead,B,,33,10.79,13.69,-0.087,0.629,6.94,11.98,-16.55,30.43,78.82,78.26,71.88,69.77,6.94,8.0,8.53
s34,vid_s34_T1.avi,mesh_forehead,GREY_W,,33,8.99,11.74,-0.067,0.712,4.75,10.91,-16.63,26.13,76.62,76.57,71.88,69.77,4.75,5.68,7.9
s34,vid_s34_T1.avi,mesh_forehead,GREY_A,,33,9.84,12.72,-0.086,0.633,5.74,11.52,-16.83,28.32,77.62,77.48,71.88,69.77,5.74,6.07,8.25
s34,vid_s34_T1.avi,mesh_forehead,PCA_1,,33,9.93,12.78,-0.078,0.666,5.83,11.54,-16.79,28.46,77.71,77.65,71.88,69.77,5.83,6.11,8.67
s34,vid_s34_T1.avi,mesh_forehead,PCA_2,,33,9.75,11.72,0.107,0.555,5.77,10.36,-14.53,26.07,77.65,77.74,71.88,69.77,5.77,8.39,9.2
s34,vid_s34_T1.avi,mesh_forehead,PCA_3,,33,6.67,9.38,0.118,0.513,2.13,9.27,-16.05,20.31,74.01,73.09,71.88,69.77,2.13,4.52,4.91
s34,vid_s34_T1.avi,mesh_forehead,ZCA_1,,33,6.72,9.52,0.178,0.321,2.32,9.37,-16.05,20.69,74.19,73.12,71.88,69.77,2.32,3.75,5.09
s34,vid_s34_T1.avi,mesh_forehead,ZCA_2,,33,6.61,9.3,0.105,0.559,1.91,9.24,-16.2,20.02,73.78,73.21,71.88,69.77,1.91,4.11,4.96
s34,vid_s34_T1.avi,mesh_forehead,ZCA_3,,33,7.3,9.65,0.047,0.794,2.25,9.53,-16.42,20.92,74.13,73.32,71.88,69.77,2.25,4.85,6.1
s34,vid_s34_T1.avi,mesh_forehead,Best_ICA_1,,33,6.67,9.36,0.127,0.482,2.1,9.26,-16.05,20.24,73.97,73.15,71.88,69.77,2.1,4.53,4.92
s34,vid_s34_T1.avi,mesh_forehead,ICA_2,,33,7.66,10.02,0.185,0.303,2.94,9.73,-16.13,22.01,74.81,74.0,71.88,69.77,2.94,4.58,5.97
s34,vid_s34_T1.avi,mesh_forehead,ICA_3,,33,7.1,9.68,0.005,0.977,1.93,9.63,-16.94,20.81,73.81,73.34,71.88,69.77,1.93,4.07,5.87
s34,vid_s34_T1.avi,mesh_forehead,CHROM,,33,7.03,9.73,-0.091,0.613,2.36,9.58,-16.42,21.14,74.24,73.73,71.88,69.77,2.36,4.74,5.45
s34,vid_s34_T1.avi,mesh_forehead,POS,,33,6.7,9.59,-0.018,0.92,2.21,9.48,-16.36,20.79,74.09,73.82,71.88,69.77,2.21,4.1,4.95
2ea4,2ea4_Baseline,bbox_forehead,POS,104,80.49,81.35,0.045,0.651,80.41,12.37,56.16,104.66,144.82,144.79,64.41,61.78,80.41,80.38,80.38
2ea4,2ea4_Baseline,mesh_forehead,POS,107,67.4,68.3,-0.009,0.928,67.21,12.16,43.38,91.05,132.09,132.35,64.87,62.97,67.21,68.44,68.44
2ea4,2ea4_Baseline,bbox_forehead,POS,106,51.79,52.44,-0.105,0.284,51.1,11.84,27.88,74.31,115.58,116.17,64.48,62.49,51.1,53.34,53.34
2ea4,2ea4_Baseline,mesh_forehead,POS,107,67.4,68.3,-0.009,0.928,67.21,12.16,43.38,91.05,132.09,132.35,64.87,62.97,67.21,68.44,68.44
2ea4,2ea4_Baseline,mesh_forehead,POS,105,71.39,72.03,0.143,0.147,71.27,10.49,50.7,91.84,136.04,136.16,64.77,62.98,71.27,73.28,73.28
2ea4,2ea4_Baseline,mesh_forehead,POS,107,56.37,57.13,0.088,0.368,55.99,11.4,33.65,78.33,120.97,121.84,64.97,63.15,55.99,57.99,57.99
2ea4,2ea4_Baseline,mesh_forehead,POS,105,71.39,72.03,0.143,0.147,71.27,10.49,50.7,91.84,136.04,136.16,64.77,62.98,71.27,73.28,73.28
2ea4,2ea4_Baseline,bbox_forehead,POS,106,56.82,57.48,0.231,0.017,56.4,11.14,34.56,78.24,121.42,121.68,65.02,62.71,56.4,58.99,58.99
2ea4,2ea4_Baseline,bbox_forehead,POS,106,56.82,57.48,0.231,0.017,56.4,11.14,34.56,78.24,121.42,121.68,65.02,62.71,56.4,58.99,58.99
2ea4,2ea4_Baseline,mesh_forehead,POS,105,71.39,72.03,0.143,0.147,71.27,10.49,50.7,91.84,136.04,136.16,64.77,62.98,71.27,73.28,73.28
2ea4,2ea4_Baseline,poly,POS,109,73.39,73.98,0.163,0.091,73.33,9.87,53.98,92.67,138.18,137.97,64.85,63.13,73.33,75.34,75.34
2ea4,2ea4_Breathing,bbox_forehead,POS,326,61.1,62.44,-0.063,0.260,60.65,14.87,31.5,89.79,121.2,121.9,60.55,56.1,60.65,63.06,63.06
2ea4,2ea4_Baseline,bbox_forehead,POS,107,27.65,39.19,-0.267,0.005,-22.56,32.19,-85.66,40.53,121.41,121.67,143.97,133.28,-22.56,-11.51,16.59
2ea4,2ea4_Baseline,bbox_forehead,POS,107,27.65,39.19,-0.267,0.005,-22.56,32.19,-85.66,40.53,121.41,121.67,143.97,133.28,-22.56,-11.51,16.59
2ea4,2ea4_Baseline,bbox_forehead,POS,106,25.15,31.5,0.095,0.335,-5.26,31.21,-66.43,55.9,121.41,121.68,126.68,125.22,-5.26,-4.05,20.51
2ea4,2ea4_Baseline,bbox_forehead,POS,106,25.15,31.5,0.095,0.335,-5.26,31.21,-66.43,55.9,121.41,121.68,126.68,125.22,-5.26,-4.05,20.51
2ea4,2ea4_Baseline,mesh_forehead,POS,106,26.18,32.54,0.088,0.368,7.97,31.7,-54.17,70.11,136.03,136.07,128.06,127.07,7.97,8.89,21.18
2ea4,2ea4_Baseline,poly,POS,110,26.95,32.91,0.075,0.438,8.24,32.01,-54.49,70.97,138.18,138.08,129.95,128.55,8.24,10.0,22.71
2ea4,2ea4_Baseline,bbox_forehead,G,14,3.75,5.68,0.139,0.634,-2.21,5.43,-12.86,8.44,60.63,61.72,62.84,62.37,-2.21,-0.3,1.69
