Subject ID,Recording ID,ROI,Extraction Method,Signal,Number of Windows,MAE (bpm),RMSE (bpm),Pearson r,Pearson p,Bias (bpm),SD (bpm),LoA Lower (bpm),LoA Upper (bpm),Mean rPPG (bpm),Median rPPG (bpm),Mean Ground Truth (bpm),Median Ground Truth (bpm),Mean Error (bpm),Median Error (bpm),Median Absolute Error (bpm)
s34,vid_s34_T1.avi,mesh_forehead,PCA_2,,33,11.79,13.96,0.119,0.51,8.47,11.26,-13.6,30.55,80.35,79.79,71.88,69.77,8.47,9.18,10.09
s34,vid_s34_T1.avi,mesh_forehead,PCA_3,,33,6.87,9.81,-0.056,0.756,2.45,9.65,-16.47,21.36,74.32,73.47,71.88,69.77,2.45,3.89,4.98
s34,vid_s34_T1.avi,mesh_forehead,ZCA_1,,33,8.29,10.51,0.09,0.617,3.33,10.12,-16.51,23.17,75.21,74.03,71.88,69.77,3.33,5.2,6.04
s34,vid_s34_T1.avi,mesh_forehead,ZCA_2,,33,6.99,9.89,-0.179,0.32,1.99,9.84,-17.29,21.28,73.87,73.38,71.88,69.77,1.99,3.32,5.52
s34,vid_s34_T1.avi,mesh_forehead,ZCA_3,,33,10.07,12.73,-0.162,0.369,6.52,11.1,-15.24,28.28,78.39,78.67,71.88,69.77,6.52,8.72,8.78
s34,vid_s34_T1.avi,mesh_forehead,ICA_1,,33,8.55,10.81,-0.075,0.678,4.21,10.11,-15.6,24.02,76.08,75.84,71.88,69.77,4.21,5.89,6.59
s34,vid_s34_T1.avi,mesh_forehead,Best_ICA_2,,33,7.14,9.87,0.007,0.97,2.28,9.75,-16.83,21.39,74.16,73.33,71.88,69.77,2.28,3.67,6.0
s34,vid_s34_T1.avi,mesh_forehead,ICA_3,,33,6.98,9.74,-0.036,0.844,2.09,9.66,-16.86,21.03,73.96,73.16,71.88,69.77,2.09,4.04,5.15
s34,vid_s34_T1.avi,mesh_forehead,CHROM,,33,7.48,9.96,-0.171,0.341,3.11,9.6,-15.72,21.93,74.99,74.71,71.88,69.77,3.11,5.53,5.97
s34,vid_s34_T1.avi,mesh_forehead,POS,,33,7.13,9.83,-0.143,0.428,2.65,9.61,-16.19,21.5,74.53,74.17,71.88,69.77,2.65,4.48,5.58
