Subject ID,Recording ID,ROI,Extraction Method,Number of Windows,MAE (bpm),RMSE (bpm),Pearson r,Pearson p,Bias (bpm),SD (bpm),LoA Lower (bpm),LoA Upper (bpm),Mean rPPG (bpm),Median rPPG (bpm),Mean Ground Truth (bpm),Median Ground Truth (bpm),Mean Error (bpm),Median Error (bpm),Median Absolute Error (bpm)
s9,vid_s9_T2.avi,face_track,ZCA_2,53,31.9,37.45,0.088,0.529,-27.84,25.29,-77.4,21.73,61.58,60.0,89.42,92.57,-27.84,-33.58,33.58
s9,vid_s9_T2.avi,face_track,ZCA_3,53,31.46,35.81,0.179,0.201,-25.18,25.71,-75.57,25.21,64.25,60.0,89.42,92.57,-25.18,-30.9,30.9
s9,vid_s9_T2.avi,face_track,ICA_1,53,32.04,37.8,-0.089,0.527,-26.48,27.23,-79.85,26.89,62.94,63.0,89.42,92.57,-26.48,-32.57,32.57
s9,vid_s9_T2.avi,face_track,ICA_2,53,34.58,39.45,-0.1,0.475,-25.57,30.32,-85.0,33.85,63.85,57.0,89.42,92.57,-25.57,-37.11,41.02
s9,vid_s9_T2.avi,face_track,ICA_3,53,30.78,35.96,0.047,0.738,-24.67,26.42,-76.45,27.11,64.75,63.0,89.42,92.57,-24.67,-30.35,30.9
s9,vid_s9_T2.avi,face_track,CHROM,53,42.48,46.28,-0.235,0.091,-1.69,46.7,-93.21,89.84,87.74,75.0,89.42,92.57,-1.69,-16.98,43.53
s9,vid_s9_T2.avi,face_track,POS,53,39.98,44.1,-0.223,0.109,-3.5,44.38,-90.49,83.49,85.92,75.0,89.42,92.57,-3.5,-14.02,41.84
s9,vid_s9_T2.avi,bbox_forehead,R,53,34.49,40.07,-0.174,0.213,-29.71,27.15,-82.93,23.51,59.72,60.0,89.42,92.57,-29.71,-32.91,32.91
s9,vid_s9_T2.avi,bbox_forehead,G,53,36.1,40.99,-0.153,0.275,-31.4,26.59,-83.53,20.72,58.02,57.0,89.42,92.57,-31.4,-37.47,37.47
s9,vid_s9_T2.avi,bbox_forehead,B,53,36.05,40.65,-0.048,0.736,-31.23,26.26,-82.7,20.23,58.19,57.0,89.42,92.57,-31.23,-33.9,33.9
s9,vid_s9_T2.avi,bbox_forehead,GREY_W,53,35.48,40.8,-0.155,0.268,-31.12,26.63,-83.32,21.08,58.3,57.0,89.42,92.57,-31.12,-34.9,34.9
s9,vid_s9_T2.avi,bbox_forehead,GREY_A,53,35.43,40.71,-0.16,0.253,-30.95,26.7,-83.28,21.38,58.47,57.0,89.42,92.57,-30.95,-33.9,33.9
s9,vid_s9_T2.avi,bbox_forehead,PCA_1,53,35.43,40.71,-0.16,0.253,-30.95,26.7,-83.28,21.38,58.47,57.0,89.42,92.57,-30.95,-33.9,33.9
s9,vid_s9_T2.avi,bbox_forehead,PCA_2,53,31.86,39.96,-0.086,0.540,-28.97,27.78,-83.42,25.48,60.45,57.0,89.42,92.57,-28.97,-27.58,27.58
s9,vid_s9_T2.avi,bbox_forehead,PCA_3,53,47.2,50.95,-0.094,0.505,20.16,47.24,-72.43,112.75,109.58,132.0,89.42,92.57,20.16,32.74,47.54
s9,vid_s9_T2.avi,bbox_forehead,ZCA_1,53,30.96,38.83,0.05,0.722,-26.59,28.56,-82.57,29.39,62.83,60.0,89.42,92.57,-26.59,-20.99,29.46
s9,vid_s9_T2.avi,bbox_forehead,ZCA_2,53,36.01,40.02,-0.043,0.761,-19.06,35.52,-88.69,50.56,70.36,63.0,89.42,92.57,-19.06,-32.57,37.51
s9,vid_s9_T2.avi,bbox_forehead,ZCA_3,53,38.1,42.48,-0.193,0.167,-31.46,28.82,-87.94,25.02,57.96,54.0,89.42,92.57,-31.46,-37.11,41.62
s9,vid_s9_T2.avi,bbox_forehead,ICA_1,53,38.6,42.57,-0.277,0.045,-26.76,33.43,-92.27,38.75,62.66,60.0,89.42,92.57,-26.76,-33.16,37.11
s9,vid_s9_T2.avi,bbox_forehead,ICA_2,53,36.02,40.6,-0.174,0.212,-20.82,35.18,-89.78,48.14,68.6,63.0,89.42,92.57,-20.82,-32.57,36.41
s9,vid_s9_T2.avi,bbox_forehead,ICA_3,53,33.09,41.19,-0.052,0.714,-26.03,32.22,-89.19,37.13,63.4,57.0,89.42,92.57,-26.03,-19.11,33.26
s9,vid_s9_T2.avi,bbox_forehead,CHROM,53,45.1,48.55,0.301,0.029,38.84,29.41,-18.8,96.49,128.26,141.0,89.42,92.57,38.84,39.86,43.24
s9,vid_s9_T2.avi,bbox_forehead,POS,53,48.53,52.03,-0.074,0.596,32.05,41.38,-49.06,113.16,121.47,135.0,89.42,92.57,32.05,44.62,46.56
s9,vid_s9_T2.avi,mesh_forehead,R,53,34.36,39.72,-0.004,0.976,-30.22,26.03,-81.23,20.8,59.21,60.0,89.42,92.57,-30.22,-40.42,40.42
s9,vid_s9_T2.avi,mesh_forehead,G,53,32.94,38.59,0.029,0.836,-26.93,27.9,-81.62,27.76,62.49,57.0,89.42,92.57,-26.93,-37.11,37.11
s9,vid_s9_T2.avi,mesh_forehead,B,53,34.56,39.76,0.002,0.987,-30.55,25.68,-80.88,19.77,58.87,57.0,89.42,92.57,-30.55,-38.99,38.99
s9,vid_s9_T2.avi,mesh_forehead,GREY_W,53,33.23,38.28,-0.036,0.800,-26.76,27.63,-80.91,27.39,62.66,57.0,89.42,92.57,-26.76,-32.99,36.49
s9,vid_s9_T2.avi,mesh_forehead,GREY_A,53,33.68,38.86,-0.069,0.626,-27.22,28.0,-82.1,27.67,62.21,57.0,89.42,92.57,-27.22,-32.99,36.49
s9,vid_s9_T2.avi,mesh_forehead,PCA_1,53,33.74,38.88,0.009,0.951,-28.46,26.74,-80.88,23.95,60.96,57.0,89.42,92.57,-28.46,-32.99,36.49
s9,vid_s9_T2.avi,mesh_forehead,PCA_2,53,33.32,39.54,0.021,0.882,-27.33,28.85,-83.88,29.22,62.09,60.0,89.42,92.57,-27.33,-35.02,37.24
s9,vid_s9_T2.avi,mesh_forehead,PCA_3,53,39.83,44.08,-0.14,0.317,-17.88,40.68,-97.61,61.86,71.55,60.0,89.42,92.57,-17.88,-33.9,44.62
s9,vid_s9_T2.avi,mesh_forehead,ZCA_1,53,34.34,40.22,-0.085,0.543,-28.74,28.41,-84.42,26.94,60.68,60.0,89.42,92.57,-28.74,-35.02,36.41
s9,vid_s9_T2.avi,mesh_forehead,ZCA_2,53,33.08,39.2,0.066,0.641,-16.52,35.89,-86.86,53.83,72.91,60.0,89.42,92.57,-16.52,-14.32,33.9
s9,vid_s9_T2.avi,mesh_forehead,ZCA_3,53,33.79,38.43,0.399,0.003,-31.46,22.28,-75.12,12.2,57.96,57.0,89.42,92.57,-31.46,-35.02,35.02
s9,vid_s9_T2.avi,mesh_forehead,ICA_1,53,33.59,39.05,0.13,0.354,-25.18,30.14,-84.25,33.9,64.25,57.0,89.42,92.57,-25.18,-32.99,36.49
s9,vid_s9_T2.avi,mesh_forehead,ICA_2,53,36.07,40.73,-0.067,0.633,-25.57,32.01,-88.31,37.16,63.85,60.0,89.42,92.57,-25.57,-36.23,37.64
s9,vid_s9_T2.avi,mesh_forehead,ICA_3,53,35.73,41.11,0.013,0.925,-31.06,27.19,-84.35,22.22,58.36,54.0,89.42,92.57,-31.06,-37.45,37.45
s9,vid_s9_T2.avi,mesh_forehead,CHROM,53,39.45,43.61,0.043,0.761,7.14,43.44,-77.99,92.28,96.57,78.0,89.42,92.57,7.14,17.78,38.57
s9,vid_s9_T2.avi,mesh_forehead,POS,53,36.7,40.97,0.466,<0.001,25.14,32.66,-38.86,89.15,114.57,135.0,89.42,92.57,25.14,31.46,37.38
s9,vid_s9_T2.avi,poly,R,53,33.66,38.76,-0.13,0.353,-28.86,26.13,-80.08,22.36,60.57,60.0,89.42,92.57,-28.86,-32.99,32.99
s9,vid_s9_T2.avi,poly,G,53,34.53,39.22,-0.109,0.438,-28.12,27.6,-82.21,25.97,61.3,60.0,89.42,92.57,-28.12,-32.99,35.02
s9,vid_s9_T2.avi,poly,B,53,33.28,38.99,-0.116,0.410,-27.55,27.85,-82.13,27.02,61.87,60.0,89.42,92.57,-27.55,-31.47,31.47
s9,vid_s9_T2.avi,poly,GREY_W,53,33.85,38.93,-0.175,0.211,-29.08,26.13,-80.3,22.14,60.34,60.0,89.42,92.57,-29.08,-32.99,32.99
s9,vid_s9_T2.avi,poly,GREY_A,53,33.26,38.75,-0.249,0.073,-28.46,26.55,-80.5,23.58,60.96,60.0,89.42,92.57,-28.46,-32.99,32.99
s9,vid_s9_T2.avi,poly,PCA_1,53,33.26,38.75,-0.249,0.073,-28.46,26.55,-80.5,23.58,60.96,60.0,89.42,92.57,-28.46,-32.99,32.99
s9,vid_s9_T2.avi,poly,PCA_2,53,34.77,39.7,-0.314,0.022,-25.18,30.99,-85.91,35.56,64.25,63.0,89.42,92.57,-25.18,-37.47,38.57
s9,vid_s9_T2.avi,poly,PCA_3,53,47.03,51.46,0.154,0.270,35.45,37.67,-38.38,109.27,124.87,135.0,89.42,92.57,35.45,45.09,46.56
s9,vid_s9_T2.avi,poly,ZCA_1,53,37.41,42.55,0.057,0.684,-4.8,42.69,-88.46,78.86,84.62,66.0,89.42,92.57,-4.8,-11.99,38.02
s9,vid_s9_T2.avi,poly,ZCA_2,53,43.11,48.25,0.114,0.418,14.39,46.5,-76.74,105.52,103.81,123.0,89.42,92.57,14.39,26.05,46.38
s9,vid_s9_T2.avi,poly,ZCA_3,53,33.44,38.55,-0.259,0.062,-19.63,33.5,-85.28,46.02,69.79,69.0,89.42,92.57,-19.63,-29.02,35.27
s9,vid_s9_T2.avi,poly,ICA_1,53,50.51,53.56,-0.039,0.782,38.39,37.71,-35.53,112.3,127.81,135.0,89.42,92.57,38.39,46.62,48.16
s9,vid_s9_T2.avi,poly,ICA_2,53,34.33,39.2,-0.212,0.128,-25.91,29.7,-84.12,32.29,63.51,60.0,89.42,92.57,-25.91,-37.47,38.02
s9,vid_s9_T2.avi,poly,ICA_3,53,34.23,39.76,0.013,0.927,-24.44,31.66,-86.5,37.61,64.98,60.0,89.42,92.57,-24.44,-29.57,32.56
s9,vid_s9_T2.avi,poly,CHROM,53,51.52,54.93,-0.2,0.151,35.39,42.41,-47.73,118.51,124.81,135.0,89.42,92.57,35.39,44.68,49.1
s9,vid_s9_T2.avi,poly,POS,53,51.91,55.45,0.389,0.004,50.62,22.87,5.79,95.44,140.04,144.0,89.42,92.57,50.62,48.98,48.98
s9,vid_s9_T3.avi,manual,R,53,27.42,32.25,-0.304,0.027,-26.08,19.16,-63.63,11.47,63.28,60.0,89.36,90.37,-26.08,-30.42,30.42
s9,vid_s9_T3.avi,manual,G,53,29.29,33.63,-0.325,0.018,-27.21,19.95,-66.31,11.89,62.15,60.0,89.36,90.37,-27.21,-32.68,32.68
s9,vid_s9_T3.avi,manual,B,53,29.28,33.22,-0.201,0.149,-27.61,18.65,-64.17,8.95,61.75,57.0,89.36,90.37,-27.61,-30.42,30.42
s9,vid_s9_T3.avi,manual,GREY_W,53,28.38,32.95,-0.316,0.021,-26.3,20.03,-65.57,12.96,63.06,60.0,89.36,90.37,-26.3,-32.5,32.5
s9,vid_s9_T3.avi,manual,GREY_A,53,27.99,32.65,-0.321,0.019,-25.91,20.06,-65.22,13.41,63.45,60.0,89.36,90.37,-25.91,-30.42,30.42
s9,vid_s9_T3.avi,manual,PCA_1,53,27.99,32.65,-0.321,0.019,-25.91,20.06,-65.22,13.41,63.45,60.0,89.36,90.37,-25.91,-30.42,30.42
s9,vid_s9_T3.avi,manual,PCA_2,53,27.58,31.0,-0.165,0.239,-21.66,22.39,-65.54,22.21,67.7,63.0,89.36,90.37,-21.66,-27.04,30.33
s9,vid_s9_T3.avi,manual,PCA_3,53,38.33,43.15,0.145,0.302,18.07,39.55,-59.45,95.6,107.43,132.0,89.36,90.37,18.07,35.34,37.94
s9,vid_s9_T3.avi,manual,ZCA_1,53,24.6,29.27,-0.155,0.268,-17.19,23.92,-64.07,29.69,72.17,66.0,89.36,90.37,-17.19,-24.33,25.06
s9,vid_s9_T3.avi,manual,ZCA_2,53,33.34,37.36,-0.027,0.849,-15.04,34.53,-82.72,52.64,74.32,63.0,89.36,90.37,-15.04,-28.14,35.72
s9,vid_s9_T3.avi,manual,ZCA_3,53,31.82,35.51,-0.147,0.295,-16.51,31.74,-78.73,45.71,72.85,57.0,89.36,90.37,-16.51,-25.84,32.68
s9,vid_s9_T3.avi,manual,ICA_1,53,27.78,32.14,-0.159,0.257,-24.15,21.42,-66.13,17.82,65.21,57.0,89.36,90.37,-24.15,-25.84,27.33
s9,vid_s9_T3.avi,manual,ICA_2,53,35.73,39.93,0.158,0.258,-4.57,40.05,-83.06,73.93,84.79,72.0,89.36,90.37,-4.57,-15.74,39.28
s9,vid_s9_T3.avi,manual,ICA_3,53,28.1,32.01,-0.365,0.007,-17.3,27.19,-70.6,36.0,72.06,66.0,89.36,90.37,-17.3,-25.14,27.04
s9,vid_s9_T3.avi,manual,CHROM,53,45.79,48.37,0.183,0.189,36.87,31.62,-25.1,98.83,126.23,141.0,89.36,90.37,36.87,46.42,46.42
s9,vid_s9_T3.avi,manual,POS,53,46.85,49.15,0.198,0.156,38.39,30.99,-22.34,99.13,127.75,141.0,89.36,90.37,38.39,47.79,47.79
s9,vid_s9_T3.avi,none,R,53,24.28,28.28,0.068,0.627,-22.79,16.9,-55.91,10.33,66.57,60.0,89.36,90.37,-22.79,-26.07,26.07
s9,vid_s9_T3.avi,none,G,53,27.0,30.44,0.031,0.823,-20.3,22.9,-65.19,24.58,69.06,63.0,89.36,90.37,-20.3,-27.33,28.41
s9,vid_s9_T3.avi,none,B,53,25.03,29.36,0.005,0.969,-20.08,21.63,-62.48,22.32,69.28,63.0,89.36,90.37,-20.08,-24.94,25.21
s9,vid_s9_T3.avi,none,GREY_W,53,25.22,29.23,0.016,0.908,-20.81,20.72,-61.42,19.79,68.55,66.0,89.36,90.37,-20.81,-26.42,27.33
s9,vid_s9_T3.avi,none,GREY_A,53,25.51,29.49,0.036,0.799,-20.87,21.04,-62.11,20.37,68.49,63.0,89.36,90.37,-20.87,-26.42,27.33
s9,vid_s9_T3.avi,none,PCA_1,53,25.57,29.55,0.035,0.801,-20.93,21.06,-62.21,20.36,68.43,60.0,89.36,90.37,-20.93,-26.42,27.33
s9,vid_s9_T3.avi,none,PCA_2,53,24.85,27.73,0.091,0.515,-22.06,16.96,-55.3,11.18,67.3,63.0,89.36,90.37,-22.06,-24.91,24.91
s9,vid_s9_T3.avi,none,PCA_3,53,38.82,41.27,0.576,<0.001,16.32,38.27,-58.69,91.33,105.68,138.0,89.36,90.37,16.32,38.2,42.1
s9,vid_s9_T3.avi,none,ZCA_1,53,27.34,31.98,0.263,0.057,-4.57,31.95,-67.19,58.06,84.79,63.0,89.36,90.37,-4.57,-16.06,26.07
s9,vid_s9_T3.avi,none,ZCA_2,53,39.16,41.54,0.45,<0.001,7.83,41.19,-72.9,88.56,97.19,75.0,89.36,90.37,7.83,-13.65,43.06
s9,vid_s9_T3.avi,none,ZCA_3,53,28.58,33.48,-0.082,0.560,-11.93,31.58,-73.83,49.98,77.43,66.0,89.36,90.37,-11.93,-18.33,25.14
s9,vid_s9_T3.avi,none,ICA_1,53,35.37,39.26,0.465,<0.001,15.98,36.21,-54.99,86.95,105.34,132.0,89.36,90.37,15.98,35.34,40.65
s9,vid_s9_T3.avi,none,ICA_2,53,23.15,27.13,0.149,0.287,-19.96,18.54,-56.31,16.38,69.4,63.0,89.36,90.37,-19.96,-24.33,24.33
s9,vid_s9_T3.avi,none,ICA_3,53,37.34,39.95,0.291,0.034,1.32,40.31,-77.69,80.33,90.68,69.0,89.36,90.37,1.32,-19.09,38.2
s9,vid_s9_T3.avi,none,CHROM,53,49.37,50.86,0.066,0.639,43.66,26.33,-7.95,95.27,133.02,141.0,89.36,90.37,43.66,50.05,50.06
s9,vid_s9_T3.avi,none,POS,53,50.25,51.89,0.114,0.415,48.07,19.71,9.45,86.7,137.43,141.0,89.36,90.37,48.07,50.8,50.8
s9,vid_s9_T3.avi,face_track,R,53,24.42,29.16,-0.173,0.215,-21.21,20.21,-60.82,18.4,68.15,66.0,89.36,90.37,-21.21,-25.14,25.21
s9,vid_s9_T3.avi,face_track,G,53,23.9,28.0,-0.012,0.930,-21.55,18.04,-56.91,13.81,67.81,66.0,89.36,90.37,-21.55,-25.06,25.21
s9,vid_s9_T3.avi,face_track,B,53,24.69,28.9,0.037,0.792,-23.08,17.56,-57.49,11.33,66.28,63.0,89.36,90.37,-23.08,-25.06,25.06
s9,vid_s9_T3.avi,face_track,GREY_W,53,23.78,28.38,-0.167,0.232,-21.04,19.23,-58.74,16.66,68.32,66.0,89.36,90.37,-21.04,-25.06,25.21
s9,vid_s9_T3.avi,face_track,GREY_A,53,22.77,27.81,-0.138,0.323,-19.45,20.06,-58.78,19.87,69.91,66.0,89.36,90.37,-19.45,-20.42,22.65
s9,vid_s9_T3.avi,face_track,PCA_1,53,22.9,27.85,-0.144,0.303,-19.79,19.78,-58.56,18.98,69.57,66.0,89.36,90.37,-19.79,-20.42,22.65
s9,vid_s9_T3.avi,face_track,PCA_2,53,28.02,30.58,0.034,0.808,-27.89,12.67,-52.73,-3.05,61.47,60.0,89.36,90.37,-27.89,-30.21,30.21
s9,vid_s9_T3.avi,face_track,PCA_3,53,37.68,39.42,0.536,<0.001,4.49,39.54,-73.01,81.99,93.85,69.0,89.36,90.37,4.49,-19.06,37.94
s9,vid_s9_T3.avi,face_track,ZCA_1,53,30.53,33.64,0.217,0.119,-17.42,29.05,-74.36,39.53,71.94,60.0,89.36,90.37,-17.42,-29.54,33.33
s9,vid_s9_T3.avi,face_track,ZCA_2,53,37.57,39.59,0.506,<0.001,6.3,39.46,-71.04,83.64,95.66,69.0,89.36,90.37,6.3,-18.74,35.07
s9,vid_s9_T3.avi,face_track,ZCA_3,53,33.51,38.18,-0.173,0.214,1.89,38.5,-73.58,77.35,91.25,72.0,89.36,90.37,1.89,-12.42,32.72
s9,vid_s9_T3.avi,face_track,ICA_1,53,39.37,41.37,0.413,0.002,11.0,40.27,-67.92,89.92,100.36,132.0,89.36,90.37,11.0,35.34,38.96
s9,vid_s9_T3.avi,face_track,ICA_2,53,28.76,31.35,-0.019,0.891,-28.62,12.9,-53.9,-3.35,60.74,60.0,89.36,90.37,-28.62,-30.95,30.95
s9,vid_s9_T3.avi,face_track,ICA_3,53,32.84,36.43,-0.089,0.528,-13.34,34.23,-80.42,53.74,76.02,63.0,89.36,90.37,-13.34,-25.58,28.41
s9,vid_s9_T3.avi,face_track,CHROM,53,48.76,50.74,0.105,0.454,41.62,29.31,-15.82,99.06,130.98,141.0,89.36,90.37,41.62,50.06,50.06
s9,vid_s9_T3.avi,face_track,POS,53,47.06,49.51,0.15,0.282,40.55,28.69,-15.68,96.78,129.91,141.0,89.36,90.37,40.55,49.61,50.05
s9,vid_s9_T3.avi,bbox_forehead,R,53,31.23,33.75,-0.14,0.319,-31.23,12.91,-56.53,-5.92,58.13,57.0,89.36,90.37,-31.23,-33.33,33.33
s9,vid_s9_T3.avi,bbox_forehead,G,53,32.51,35.21,-0.161,0.248,-32.08,14.65,-60.79,-3.36,57.28,54.0,89.36,90.37,-32.08,-36.37,36.37
s9,vid_s9_T3.avi,bbox_forehead,B,53,33.82,36.08,-0.392,0.004,-30.27,19.83,-69.12,8.59,59.09,54.0,89.36,90.37,-30.27,-35.81,37.39
s9,vid_s9_T3.avi,bbox_forehead,GREY_W,53,32.11,34.79,-0.158,0.260,-31.68,14.51,-60.11,-3.25,57.68,54.0,89.36,90.37,-31.68,-35.07,35.07
s9,vid_s9_T3.avi,bbox_forehead,GREY_A,53,31.66,34.34,-0.129,0.357,-31.23,14.42,-59.48,-2.97,58.13,54.0,89.36,90.37,-31.23,-35.07,35.07
s9,vid_s9_T3.avi,bbox_forehead,PCA_1,53,31.66,34.34,-0.129,0.357,-31.23,14.42,-59.48,-2.97,58.13,54.0,89.36,90.37,-31.23,-35.07,35.07
s9,vid_s9_T3.avi,bbox_forehead,PCA_2,53,28.92,32.72,-0.184,0.188,-24.61,21.77,-67.27,18.06,64.75,60.0,89.36,90.37,-24.61,-28.32,28.65
s9,vid_s9_T3.avi,bbox_forehead,PCA_3,53,31.08,35.33,-0.05,0.720,-4.74,35.34,-74.0,64.53,84.62,66.0,89.36,90.37,-4.74,-18.04,27.43
s9,vid_s9_T3.avi,bbox_forehead,ZCA_1,53,31.38,34.38,-0.087,0.536,-17.81,29.69,-76.0,40.38,71.55,63.0,89.36,90.37,-17.81,-27.37,29.54
s9,vid_s9_T3.avi,bbox_forehead,ZCA_2,53,34.49,38.92,-0.232,0.094,-10.57,37.82,-84.68,63.55,78.79,63.0,89.36,90.37,-10.57,-21.37,35.54
s9,vid_s9_T3.avi,bbox_forehead,ZCA_3,53,30.24,35.37,-0.13,0.354,-7.4,34.91,-75.83,61.03,81.96,75.0,89.36,90.37,-7.4,-15.23,27.66
s9,vid_s9_T3.avi,bbox_forehead,ICA_1,53,33.56,37.8,-0.023,0.871,-11.87,36.23,-82.89,59.15,77.49,63.0,89.36,90.37,-11.87,-22.65,35.68
s9,vid_s9_T3.avi,bbox_forehead,ICA_2,53,37.03,41.0,-0.335,0.014,-6.72,40.83,-86.74,73.3,82.64,63.0,89.36,90.37,-6.72,-27.66,33.43
s9,vid_s9_T3.avi,bbox_forehead,ICA_3,53,33.77,37.35,-0.174,0.212,-19.34,32.26,-82.58,43.89,70.02,60.0,89.36,90.37,-19.34,-28.65,31.32
s9,vid_s9_T3.avi,bbox_forehead,CHROM,53,47.49,49.37,-0.038,0.788,30.19,39.44,-47.11,107.49,119.55,141.0,89.36,90.37,30.19,47.58,47.58
s9,vid_s9_T3.avi,bbox_forehead,POS,53,46.94,49.3,0.093,0.510,38.51,31.08,-22.42,99.43,127.87,141.0,89.36,90.37,38.51,47.58,47.58
s9,vid_s9_T3.avi,mesh_forehead,R,53,28.7,30.83,-0.157,0.260,-20.7,23.06,-65.9,24.5,68.66,60.0,89.36,90.37,-20.7,-26.68,31.84
s9,vid_s9_T3.avi,mesh_forehead,G,53,29.68,33.41,-0.335,0.014,-20.3,26.78,-72.79,32.19,69.06,63.0,89.36,90.37,-20.3,-32.81,33.33
s9,vid_s9_T3.avi,mesh_forehead,B,53,28.86,31.76,-0.171,0.220,-25.34,19.33,-63.22,12.54,64.02,63.0,89.36,90.37,-25.34,-32.81,32.81
s9,vid_s9_T3.avi,mesh_forehead,GREY_W,53,28.31,31.12,-0.171,0.222,-22.06,22.16,-65.5,21.38,67.3,63.0,89.36,90.37,-22.06,-31.06,31.43
s9,vid_s9_T3.avi,mesh_forehead,GREY_A,53,29.61,32.11,-0.192,0.169,-22.91,22.71,-67.42,21.61,66.45,60.0,89.36,90.37,-22.91,-33.04,33.04
s9,vid_s9_T3.avi,mesh_forehead,PCA_1,53,29.61,32.11,-0.192,0.169,-22.91,22.71,-67.42,21.61,66.45,60.0,89.36,90.37,-22.91,-33.04,33.04
s9,vid_s9_T3.avi,mesh_forehead,PCA_2,53,31.82,34.6,-0.11,0.432,-30.94,15.62,-61.55,-0.34,58.42,54.0,89.36,90.37,-30.94,-31.84,31.84
s9,vid_s9_T3.avi,mesh_forehead,PCA_3,53,32.22,35.98,-0.129,0.357,-23.19,27.78,-77.63,31.25,66.17,57.0,89.36,90.37,-23.19,-30.42,33.2
s9,vid_s9_T3.avi,mesh_forehead,ZCA_1,53,28.61,30.7,0.278,0.044,-25.91,16.63,-58.5,6.69,63.45,57.0,89.36,90.37,-25.91,-31.43,31.58
s9,vid_s9_T3.avi,mesh_forehead,ZCA_2,53,30.81,34.2,-0.194,0.164,-23.42,25.16,-72.73,25.9,65.94,63.0,89.36,90.37,-23.42,-31.43,33.04
s9,vid_s9_T3.avi,mesh_forehead,ZCA_3,53,32.84,36.13,-0.211,0.130,-21.15,29.57,-79.11,36.81,68.21,57.0,89.36,90.37,-21.15,-33.23,36.04
s9,vid_s9_T3.avi,mesh_forehead,ICA_1,53,28.27,30.96,-0.196,0.159,-21.44,22.55,-65.64,22.76,67.92,63.0,89.36,90.37,-21.44,-31.06,31.43
s9,vid_s9_T3.avi,mesh_forehead,ICA_2,53,30.59,36.0,-0.054,0.703,-6.15,35.81,-76.34,64.03,83.21,69.0,89.36,90.37,-6.15,-21.71,30.42
s9,vid_s9_T3.avi,mesh_forehead,ICA_3,53,32.13,34.57,-0.024,0.864,-32.13,12.87,-57.36,-6.91,57.23,54.0,89.36,90.37,-32.13,-33.2,33.2
s9,vid_s9_T3.avi,mesh_forehead,CHROM,53,47.82,49.95,-0.173,0.214,39.19,31.27,-22.09,100.47,128.55,141.0,89.36,90.37,39.19,47.03,47.58
s9,vid_s9_T3.avi,mesh_forehead,POS,53,49.4,51.16,-0.063,0.654,45.64,23.35,-0.12,91.4,135.0,141.0,89.36,90.37,45.64,47.79,47.79
s9,vid_s9_T3.avi,poly,R,52,29.84,32.6,-0.411,0.002,-27.89,17.03,-61.28,5.5,61.9,60.0,89.79,90.39,-27.89,-27.72,27.72
s9,vid_s9_T3.avi,poly,G,52,34.11,37.1,0.139,0.324,-11.1,35.75,-81.17,58.96,78.69,61.5,89.79,90.39,-11.1,-22.27,35.57
s9,vid_s9_T3.avi,poly,B,52,32.33,34.6,-0.221,0.116,-28.87,19.26,-66.62,8.88,60.92,58.5,89.79,90.39,-28.87,-33.12,34.71
s9,vid_s9_T3.avi,poly,GREY_W,52,31.69,34.18,0.068,0.634,-21.49,26.83,-74.08,31.11,68.31,60.0,89.79,90.39,-21.49,-27.01,30.62
s9,vid_s9_T3.avi,poly,GREY_A,52,31.69,34.14,-0.037,0.795,-25.01,23.47,-71.0,20.99,64.79,60.0,89.79,90.39,-25.01,-28.6,30.67
s9,vid_s9_T3.avi,poly,PCA_1,52,31.69,34.14,-0.037,0.795,-25.01,23.47,-71.0,20.99,64.79,60.0,89.79,90.39,-25.01,-28.6,30.67
s9,vid_s9_T3.avi,poly,PCA_2,52,27.89,32.24,-0.314,0.024,-25.58,19.81,-64.41,13.25,64.21,60.0,89.79,90.39,-25.58,-29.25,29.25
s9,vid_s9_T3.avi,poly,PCA_3,52,41.78,44.05,0.465,<0.001,27.96,34.37,-39.42,95.33,117.75,138.0,89.79,90.39,27.96,44.13,44.61
s9,vid_s9_T3.avi,poly,ZCA_1,52,36.46,39.01,0.45,<0.001,10.59,37.91,-63.71,84.89,100.38,100.5,89.79,90.39,10.59,11.14,35.38
s9,vid_s9_T3.avi,poly,ZCA_2,52,44.11,45.86,0.328,0.018,27.49,37.06,-45.15,100.14,117.29,138.0,89.79,90.39,27.49,46.72,46.96
s9,vid_s9_T3.avi,poly,ZCA_3,52,32.83,34.98,-0.456,<0.001,-29.79,18.5,-66.05,6.46,60.0,57.0,89.79,90.39,-29.79,-36.01,36.01
s9,vid_s9_T3.avi,poly,ICA_1,52,30.96,33.2,-0.556,<0.001,-28.18,17.73,-62.92,6.56,61.62,60.0,89.79,90.39,-28.18,-29.53,29.53
s9,vid_s9_T3.avi,poly,ICA_2,52,36.42,38.77,0.473,<0.001,10.19,37.77,-63.84,84.21,99.98,105.0,89.79,90.39,10.19,11.79,39.29
s9,vid_s9_T3.avi,poly,ICA_3,52,41.96,44.11,0.461,<0.001,27.78,34.6,-40.03,95.6,117.58,138.0,89.79,90.39,27.78,44.13,44.61
s9,vid_s9_T3.avi,poly,CHROM,52,50.97,52.02,-0.04,0.781,50.97,10.45,30.48,71.46,140.77,141.0,89.79,90.39,50.97,49.48,49.48
s9,vid_s9_T3.avi,poly,POS,52,51.84,52.86,-0.011,0.937,51.84,10.42,31.41,72.27,141.63,141.0,89.79,90.39,51.84,50.88,50.88
