subject,recording,video,roi,mae,rmse,r,bias,sd,mean_gt,mean_rppg,mean_pair,diff,failure
r3zm,r3zm_Reading,r3zm|r3zm_Reading,poly,4.4,5.41,0.803,-4.4,3.27,93.64,89.24,91.44,4.400000000000006,0
r3zm,r3zm_Relax,r3zm|r3zm_Relax,poly,2.78,3.43,0.374,1.65,3.04,76.99,78.64,77.815,-1.6500000000000057,0
r3zm,r3zm_Speaking,r3zm|r3zm_Speaking,poly,20.6,20.63,0.925,-20.6,1.15,101.67,81.07,91.37,20.60000000000001,1
r3zm,r3zm_Stroop,r3zm|r3zm_Stroop,poly,6.52,7.71,-0.921,-2.49,7.57,86.74,84.25,85.495,2.489999999999995,0
r3zm,r3zm_Video1,r3zm|r3zm_Video1,poly,3.08,4.18,0.129,-2.58,3.32,82.49,79.92,81.205,2.569999999999993,0
r3zm,r3zm_Video2,r3zm|r3zm_Video2,poly,4.37,4.59,0.483,-4.37,1.45,81.97,77.61,79.78999999999999,4.359999999999999,0
r5s8,r5s8_Baseline,r5s8|r5s8_Baseline,poly,3.53,4.1,-0.626,0.77,4.18,71.81,72.57,72.19,-0.7599999999999909,0
r5s8,r5s8_Breathing,r5s8|r5s8_Breathing,poly,7.52,9.36,0.567,7.52,5.62,63.91,71.43,67.67,-7.52000000000001,0
r5s8,r5s8_Counting1,r5s8|r5s8_Counting1,poly,3.07,4.35,-0.65,2.96,3.31,72.65,75.61,74.13,-2.9599999999999937,0
r5s8,r5s8_Counting2,r5s8|r5s8_Counting2,poly,2.55,3.02,0.931,2.55,1.68,78.96,81.51,80.235,-2.5500000000000114,0
r5s8,r5s8_Counting3,r5s8|r5s8_Counting3,poly,5.5,6.64,0.505,0.07,6.89,70.29,70.37,70.33000000000001,-0.0799999999999983,0
r5s8,r5s8_Math,r5s8|r5s8_Math,poly,3.13,3.33,0.928,-2.31,2.49,71.5,69.19,70.345,2.3100000000000023,0
r5s8,r5s8_Reading,r5s8|r5s8_Reading,poly,4.9,5.45,-0.338,-0.94,5.57,73.69,72.74,73.215,0.9500000000000028,0
r5s8,r5s8_Relax,r5s8|r5s8_Relax,poly,3.66,4.38,0.435,3.56,2.57,61.98,65.54,63.760000000000005,-3.5600000000000094,0
r5s8,r5s8_Speaking,r5s8|r5s8_Speaking,poly,3.03,3.25,-0.343,-2.88,1.58,72.74,69.87,71.305,2.8699999999999903,0
r5s8,r5s8_Stroop,r5s8|r5s8_Stroop,poly,7.41,7.68,0.571,-7.41,2.09,81.43,74.01,77.72,7.420000000000002,0
r5s8,r5s8_Video1,r5s8|r5s8_Video1,poly,3.75,4.63,-0.535,2.95,3.6,66.65,69.61,68.13,-2.9599999999999937,0
r5s8,r5s8_Video2,r5s8|r5s8_Video2,poly,3.28,3.53,-0.544,2.23,2.78,63.36,65.59,64.475,-2.230000000000004,0
t6v9,t6v9_Baseline,t6v9|t6v9_Baseline,poly,1.91,2.28,0.416,1.91,1.29,60.02,61.93,60.975,-1.9099999999999966,0
t6v9,t6v9_Breathing,t6v9|t6v9_Breathing,poly,5.79,6.21,0.719,5.79,2.27,58.59,64.38,61.485,-5.789999999999992,0
t6v9,t6v9_Counting1,t6v9|t6v9_Counting1,poly,1.15,1.37,0.912,0.86,1.11,65.44,66.29,65.86500000000001,-0.8500000000000085,0
t6v9,t6v9_Counting2,t6v9|t6v9_Counting2,poly,2.27,2.55,-0.719,0.63,2.57,58.55,59.18,58.864999999999995,-0.6300000000000026,0
t6v9,t6v9_Counting3,t6v9|t6v9_Counting3,poly,3.42,3.66,-0.309,3.42,1.35,61.56,64.97,63.265,-3.4099999999999966,0
t6v9,t6v9_Math,t6v9|t6v9_Math,poly,1.27,1.48,0.681,1.23,0.85,56.58,57.81,57.195,-1.230000000000004,0
t6v9,t6v9_Reading,t6v9|t6v9_Reading,poly,1.27,2.03,-0.443,1.25,1.66,61.2,62.45,61.825,-1.25,0
t6v9,t6v9_Relax,t6v9|t6v9_Relax,poly,5.5,6.48,-0.637,4.12,5.06,60.07,64.19,62.129999999999995,-4.119999999999997,0
t6v9,t6v9_Speaking,t6v9|t6v9_Speaking,poly,2.67,3.25,-0.742,-0.82,3.26,59.65,58.83,59.239999999999995,0.8200000000000003,0
t6v9,t6v9_Stroop,t6v9|t6v9_Stroop,poly,3.96,4.14,0.683,3.96,1.27,56.18,60.14,58.16,-3.960000000000001,0
t6v9,t6v9_Video1,t6v9|t6v9_Video1,poly,10.32,10.66,0.82,10.32,2.7,55.71,66.03,60.870000000000005,-10.32,1
t6v9,t6v9_Video2,t6v9|t6v9_Video2,poly,3.16,4.03,0.622,2.58,3.14,58.18,60.77,59.475,-2.5900000000000034,0
tmvd,tmvd_Baseline,tmvd|tmvd_Baseline,poly,4.14,4.83,-0.926,4.09,2.68,83.38,87.47,85.425,-4.090000000000003,0
tmvd,tmvd_Breathing,tmvd|tmvd_Breathing,poly,5.18,6.37,-0.174,2.47,5.93,80.98,83.45,82.215,-2.469999999999999,0
tmvd,tmvd_Counting1,tmvd|tmvd_Counting1,poly,2.11,2.37,0.554,-0.59,2.39,81.93,81.34,81.635,0.5900000000000034,0
tmvd,tmvd_Counting2,tmvd|tmvd_Counting2,poly,3.11,3.55,-0.384,1.73,3.23,82.83,84.56,83.695,-1.730000000000004,0
tmvd,tmvd_Counting3,tmvd|tmvd_Counting3,poly,4.11,5.18,-0.619,-2.14,4.9,83.46,81.32,82.38999999999999,2.1400000000000006,0
tmvd,tmvd_Math,tmvd|tmvd_Math,poly,2.38,2.6,0.459,-2.38,1.08,83.46,81.07,82.26499999999999,2.3900000000000006,0
tmvd,tmvd_Reading,tmvd|tmvd_Reading,poly,7.17,7.96,-0.502,7.17,3.57,87.84,95.01,91.42500000000001,-7.170000000000002,0
tmvd,tmvd_Relax,tmvd|tmvd_Relax,poly,4.85,5.27,-0.672,1.21,5.19,79.67,80.88,80.275,-1.2099999999999937,0
tmvd,tmvd_Speaking,tmvd|tmvd_Speaking,poly,4.35,6.04,-0.219,4.0,4.71,82.8,86.8,84.8,-4.0,0
tmvd,tmvd_Stroop,tmvd|tmvd_Stroop,poly,4.6,6.69,0.919,2.07,6.6,83.2,85.27,84.235,-2.069999999999993,0
tmvd,tmvd_Video1,tmvd|tmvd_Video1,poly,2.54,3.41,0.15,-2.04,2.76,79.91,77.87,78.89,2.039999999999992,0
tmvd,tmvd_Video2,tmvd|tmvd_Video2,poly,8.54,9.7,0.225,-8.54,4.66,76.63,68.09,72.36,8.539999999999992,0
uymz,uymz_Baseline,uymz|uymz_Baseline,poly,4.88,5.51,-0.628,3.42,4.49,79.85,83.27,81.56,-3.4200000000000017,0
uymz,uymz_Breathing,uymz|uymz_Breathing,poly,3.31,4.34,0.15,2.28,3.72,72.47,74.75,73.61,-2.280000000000001,0
uymz,uymz_Counting1,uymz|uymz_Counting1,poly,5.3,5.99,-0.845,0.02,6.24,75.38,75.41,75.395,-0.030000000000001137,0
uymz,uymz_Counting2,uymz|uymz_Counting2,poly,2.1,2.36,-0.656,-0.41,2.42,76.69,76.27,76.47999999999999,0.4200000000000017,0
uymz,uymz_Counting3,uymz|uymz_Counting3,poly,3.93,5.21,-0.688,-2.56,4.71,78.65,76.09,77.37,2.5600000000000023,0
uymz,uymz_Math,uymz|uymz_Math,poly,2.1,2.34,0.054,2.1,1.07,75.03,77.13,76.08,-2.0999999999999943,0
uymz,uymz_Reading,uymz|uymz_Reading,poly,3.25,4.63,0.409,3.12,3.56,75.9,79.02,77.46000000000001,-3.1199999999999903,0
uymz,uymz_Relax,uymz|uymz_Relax,poly,5.98,6.87,-0.387,4.95,4.82,67.87,72.82,70.345,-4.949999999999989,0
uymz,uymz_Speaking,uymz|uymz_Speaking,poly,7.14,8.92,-0.608,-6.82,5.96,83.06,76.24,79.65,6.820000000000007,0
uymz,uymz_Stroop,uymz|uymz_Stroop,poly,4.2,4.9,0.817,-4.2,2.62,75.97,71.78,73.875,4.189999999999998,0
uymz,uymz_Video1,uymz|uymz_Video1,poly,3.19,3.62,-0.132,-1.83,3.15,68.86,67.03,67.945,1.8299999999999983,0
uymz,uymz_Video2,uymz|uymz_Video2,poly,5.01,6.36,-0.473,-3.28,5.53,69.74,66.46,68.1,3.280000000000001,0
v8mh,v8mh_Baseline,v8mh|v8mh_Baseline,poly,2.96,3.51,-0.508,-2.52,2.54,79.41,76.9,78.155,2.509999999999991,0
v8mh,v8mh_Breathing,v8mh|v8mh_Breathing,poly,3.84,5.02,0.819,1.19,4.92,76.46,77.65,77.055,-1.190000000000012,0
v8mh,v8mh_Counting1,v8mh|v8mh_Counting1,poly,15.36,18.11,-0.575,-14.74,10.96,104.92,90.19,97.555,14.730000000000004,1
v8mh,v8mh_Counting2,v8mh|v8mh_Counting2,poly,9.82,13.21,0.137,-9.82,9.2,98.39,88.57,93.47999999999999,9.820000000000007,0
v8mh,v8mh_Counting3,v8mh|v8mh_Counting3,poly,4.73,5.17,0.165,2.0,4.95,88.41,90.41,89.41,-2.0,0
v8mh,v8mh_Math,v8mh|v8mh_Math,poly,6.25,6.9,-0.501,-5.94,3.67,87.06,81.13,84.095,5.930000000000007,0
v8mh,v8mh_Reading,v8mh|v8mh_Reading,poly,7.02,7.99,0.79,-7.02,3.97,106.04,99.02,102.53,7.02000000000001,0
v8mh,v8mh_Relax,v8mh|v8mh_Relax,poly,5.11,5.81,0.286,5.11,2.8,73.16,78.27,75.715,-5.109999999999999,0
v8mh,v8mh_Speaking,v8mh|v8mh_Speaking,poly,3.05,3.25,0.932,-3.05,1.16,83.5,80.44,81.97,3.0600000000000023,0
v8mh,v8mh_Stroop,v8mh|v8mh_Stroop,poly,0.99,1.48,0.823,-0.27,1.51,79.04,78.77,78.905,0.27000000000001023,0
v8mh,v8mh_Video1,v8mh|v8mh_Video1,poly,7.16,8.25,0.042,7.07,4.29,72.13,79.2,75.66499999999999,-7.070000000000007,0
v8mh,v8mh_Video2,v8mh|v8mh_Video2,poly,14.61,15.05,0.334,14.61,3.66,70.19,84.8,77.495,-14.61,1
w2t5,w2t5_Baseline,w2t5|w2t5_Baseline,poly,3.82,4.73,0.069,2.73,4.0,80.12,82.86,81.49000000000001,-2.739999999999995,0
w2t5,w2t5_Breathing,w2t5|w2t5_Breathing,poly,15.3,17.45,0.635,15.3,8.45,64.57,79.87,72.22,-15.300000000000011,1
w2t5,w2t5_Counting1,w2t5|w2t5_Counting1,poly,8.54,9.47,-0.735,-4.62,8.58,94.05,89.43,91.74000000000001,4.61999999999999,0
w2t5,w2t5_Counting2,w2t5|w2t5_Counting2,poly,4.1,4.96,0.12,4.1,2.9,82.91,87.01,84.96000000000001,-4.1000000000000085,0
w2t5,w2t5_Counting3,w2t5|w2t5_Counting3,poly,3.23,3.56,0.903,3.23,1.56,85.97,89.19,87.58,-3.219999999999999,0
w2t5,w2t5_Math,w2t5|w2t5_Math,poly,12.3,12.59,0.394,12.3,2.77,84.94,97.24,91.09,-12.299999999999997,1
w2t5,w2t5_Reading,w2t5|w2t5_Reading,poly,9.31,10.35,-0.885,-6.64,8.27,87.04,80.39,83.715,6.650000000000006,0
w2t5,w2t5_Relax,w2t5|w2t5_Relax,poly,12.92,15.26,-0.037,12.92,8.23,63.07,75.98,69.525,-12.910000000000004,1
w2t5,w2t5_Speaking,w2t5|w2t5_Speaking,poly,6.72,7.27,0.025,-1.86,7.3,88.56,86.7,87.63,1.8599999999999994,0
w2t5,w2t5_Stroop,w2t5|w2t5_Stroop,poly,3.36,4.12,0.678,2.53,3.38,83.13,85.66,84.395,-2.530000000000001,0
w2t5,w2t5_Video1,w2t5|w2t5_Video1,poly,24.28,25.08,-0.137,24.28,6.38,61.01,85.28,73.145,-24.270000000000003,1
w2t5,w2t5_Video2,w2t5|w2t5_Video2,poly,17.42,17.77,0.03,17.42,3.54,60.15,77.57,68.86,-17.419999999999995,1
wssm,wssm_Baseline,wssm|wssm_Baseline,poly,2.32,2.86,0.609,-0.5,2.93,90.68,90.18,90.43,0.5,0
wssm,wssm_Breathing,wssm|wssm_Breathing,poly,5.32,6.2,0.353,1.03,6.17,79.18,80.21,79.695,-1.029999999999987,0
wssm,wssm_Counting1,wssm|wssm_Counting1,poly,5.26,6.55,-0.515,0.07,6.79,88.59,88.66,88.625,-0.06999999999999318,0
wssm,wssm_Counting2,wssm|wssm_Counting2,poly,4.82,5.71,0.568,4.75,3.27,87.33,92.08,89.705,-4.75,0
wssm,wssm_Counting3,wssm|wssm_Counting3,poly,12.85,12.99,0.888,-12.85,1.98,88.87,76.02,82.445,12.850000000000009,1
wssm,wssm_Math,wssm|wssm_Math,poly,6.2,6.75,0.483,5.36,4.26,88.15,93.51,90.83000000000001,-5.359999999999999,0
wssm,wssm_Reading,wssm|wssm_Reading,poly,24.62,24.66,0.926,-24.62,1.59,98.61,73.99,86.3,24.620000000000005,1
wssm,wssm_Relax,wssm|wssm_Relax,poly,6.97,8.21,-0.025,-6.08,5.58,80.32,74.24,77.28,6.079999999999998,0
wssm,wssm_Speaking,wssm|wssm_Speaking,poly,8.7,9.81,0.925,-8.04,5.83,88.42,80.38,84.4,8.040000000000006,0
