subject,recording,video,roi,mae,rmse,r,bias,sd,mean_gt,mean_rppg,mean_pair,diff,failure
8g4y,8g4y_Reading,8g4y|8g4y_Reading,poly,10.17,10.38,0.734,-10.17,2.18,95.2,85.03,90.11500000000001,10.170000000000002,1
8g4y,8g4y_Relax,8g4y|8g4y_Relax,poly,13.09,14.18,-0.356,13.09,5.53,61.44,74.53,67.985,-13.090000000000003,1
8g4y,8g4y_Speaking,8g4y|8g4y_Speaking,poly,5.13,5.41,0.933,-5.13,1.78,71.98,66.85,69.41499999999999,5.13000000000001,0
8g4y,8g4y_Stroop,8g4y|8g4y_Stroop,poly,1.74,2.0,-0.274,-1.15,1.7,70.23,69.07,69.65,1.1600000000000108,0
8g4y,8g4y_Video1,8g4y|8g4y_Video1,poly,8.09,8.61,0.425,8.07,3.04,64.75,72.82,68.785,-8.069999999999993,0
8g4y,8g4y_Video2,8g4y|8g4y_Video2,poly,6.29,6.56,0.145,6.29,1.88,64.33,70.62,67.475,-6.290000000000006,0
8i4i,8i4i_Baseline,8i4i|8i4i_Baseline,poly,18.0,18.14,0.57,18.0,2.33,60.89,78.89,69.89,-18.0,1
8i4i,8i4i_Breathing,8i4i|8i4i_Breathing,poly,19.77,21.82,0.315,19.77,9.32,60.47,80.23,70.35,-19.760000000000005,1
8i4i,8i4i_Counting1,8i4i|8i4i_Counting1,poly,13.75,15.01,-0.288,13.75,6.26,68.83,82.58,75.705,-13.75,1
8i4i,8i4i_Counting2,8i4i|8i4i_Counting2,poly,12.29,12.33,-0.762,12.29,1.15,58.36,70.65,64.505,-12.290000000000006,1
8i4i,8i4i_Counting3,8i4i|8i4i_Counting3,poly,2.54,3.07,0.849,2.52,1.81,64.69,67.21,65.94999999999999,-2.519999999999996,0
8i4i,8i4i_Math,8i4i|8i4i_Math,poly,6.25,6.41,0.838,6.25,1.46,68.97,75.22,72.095,-6.25,0
8i4i,8i4i_Reading,8i4i|8i4i_Reading,poly,6.05,6.13,0.92,6.05,1.0,67.76,73.81,70.785,-6.049999999999997,0
8i4i,8i4i_Relax,8i4i|8i4i_Relax,poly,15.82,17.72,-0.43,15.82,8.08,58.5,74.32,66.41,-15.819999999999993,1
8i4i,8i4i_Speaking,8i4i|8i4i_Speaking,poly,19.75,20.23,-0.741,19.75,4.55,64.9,84.65,74.775,-19.75,1
8i4i,8i4i_Stroop,8i4i|8i4i_Stroop,poly,10.57,11.65,-0.996,10.57,5.08,57.85,68.43,63.14,-10.580000000000005,1
8i4i,8i4i_Video1,8i4i|8i4i_Video1,poly,23.22,23.67,-0.081,23.22,4.68,53.96,77.18,65.57000000000001,-23.220000000000006,1
8i4i,8i4i_Video2,8i4i|8i4i_Video2,poly,27.44,27.87,0.045,27.44,4.98,53.02,80.46,66.74,-27.43999999999999,1
9j3o,9j3o_Baseline,9j3o|9j3o_Baseline,poly,3.32,3.45,0.904,-3.32,0.98,83.21,79.89,81.55,3.319999999999993,0
9j3o,9j3o_Breathing,9j3o|9j3o_Breathing,poly,3.01,3.55,0.918,-2.85,2.13,83.28,80.43,81.855,2.8499999999999943,0
9j3o,9j3o_Counting1,9j3o|9j3o_Counting1,poly,6.78,7.02,0.708,-6.78,1.88,85.65,78.86,82.255,6.790000000000006,0
9j3o,9j3o_Counting2,9j3o|9j3o_Counting2,poly,2.88,3.91,-0.887,-2.0,3.49,89.97,87.97,88.97,2.0,0
9j3o,9j3o_Counting3,9j3o|9j3o_Counting3,poly,6.83,7.37,-0.776,-4.24,6.26,86.71,82.47,84.59,4.239999999999995,0
9j3o,9j3o_Math,9j3o|9j3o_Math,poly,5.7,7.02,-0.807,-4.53,5.58,87.7,83.18,85.44,4.519999999999996,0
9j3o,9j3o_Reading,9j3o|9j3o_Reading,poly,2.94,3.27,-0.548,-0.22,3.4,77.06,76.83,76.945,0.23000000000000398,0
9j3o,9j3o_Relax,9j3o|9j3o_Relax,poly,3.01,3.59,0.522,1.99,3.02,75.9,77.89,76.89500000000001,-1.9899999999999949,0
9j3o,9j3o_Speaking,9j3o|9j3o_Speaking,poly,6.19,6.86,-0.798,0.55,7.1,82.56,83.11,82.83500000000001,-0.5499999999999972,0
9j3o,9j3o_Stroop,9j3o|9j3o_Stroop,poly,5.39,5.78,0.863,-4.6,3.63,82.42,77.82,80.12,4.6000000000000085,0
9j3o,9j3o_Video1,9j3o|9j3o_Video1,poly,6.35,8.82,-0.422,-6.31,6.22,84.84,78.53,81.685,6.310000000000002,0
9j3o,9j3o_Video2,9j3o|9j3o_Video2,poly,2.08,2.44,-0.262,0.17,2.47,79.81,79.98,79.89500000000001,-0.1700000000000017,0
9t6n,9t6n_Baseline,9t6n|9t6n_Baseline,poly,6.47,7.25,0.89,-3.61,6.55,85.48,81.87,83.67500000000001,3.6099999999999994,0
9t6n,9t6n_Breathing,9t6n|9t6n_Breathing,poly,14.24,14.61,0.713,-14.24,3.29,72.3,58.06,65.18,14.239999999999995,1
9t6n,9t6n_Counting1,9t6n|9t6n_Counting1,poly,10.65,11.84,-0.835,-10.65,5.37,84.5,73.85,79.175,10.650000000000006,1
9t6n,9t6n_Counting2,9t6n|9t6n_Counting2,poly,9.67,11.2,0.175,-8.47,7.62,80.32,71.84,76.08,8.47999999999999,0
9t6n,9t6n_Counting3,9t6n|9t6n_Counting3,poly,6.05,6.91,0.361,-4.44,5.49,83.88,79.44,81.66,4.439999999999998,0
9t6n,9t6n_Math,9t6n|9t6n_Math,poly,2.2,2.5,0.784,1.01,2.37,79.74,80.75,80.245,-1.0100000000000051,0
9t6n,9t6n_Reading,9t6n|9t6n_Reading,poly,11.07,11.35,0.256,-11.07,2.6,90.8,79.73,85.265,11.069999999999993,1
9t6n,9t6n_Relax,9t6n|9t6n_Relax,poly,16.83,19.93,0.034,16.25,11.68,69.2,85.45,77.325,-16.25,1
9t6n,9t6n_Speaking,9t6n|9t6n_Speaking,poly,3.9,4.66,-0.545,-1.99,4.38,82.98,80.99,81.985,1.990000000000009,0
9t6n,9t6n_Stroop,9t6n|9t6n_Stroop,poly,5.29,6.54,-0.892,-3.09,5.98,85.23,82.15,83.69,3.0799999999999983,0
9t6n,9t6n_Video1,9t6n|9t6n_Video1,poly,5.84,7.19,-0.03,1.28,7.15,74.42,75.7,75.06,-1.2800000000000011,0
9t6n,9t6n_Video2,9t6n|9t6n_Video2,poly,6.56,8.6,0.477,3.56,7.95,70.23,73.79,72.01,-3.5600000000000023,0
9txq,9txq_Baseline,9txq|9txq_Baseline,poly,5.09,5.29,0.775,5.09,1.48,65.99,71.08,68.535,-5.090000000000003,0
9txq,9txq_Breathing,9txq|9txq_Breathing,poly,12.45,12.74,0.371,12.45,2.72,57.79,70.24,64.015,-12.449999999999996,1
9txq,9txq_Counting1,9txq|9txq_Counting1,poly,5.4,6.03,0.947,5.4,2.8,65.85,71.24,68.54499999999999,-5.390000000000001,0
9txq,9txq_Counting2,9txq|9txq_Counting2,poly,1.32,1.79,-0.194,0.41,1.81,63.57,63.98,63.775,-0.4099999999999966,0
9txq,9txq_Counting3,9txq|9txq_Counting3,poly,11.79,11.88,0.81,11.79,1.54,60.43,72.22,66.325,-11.79,1
9txq,9txq_Math,9txq|9txq_Math,poly,3.98,4.66,-0.486,2.61,4.01,62.18,64.8,63.489999999999995,-2.6199999999999974,0
9txq,9txq_Reading,9txq|9txq_Reading,poly,1.09,1.26,0.884,0.45,1.23,62.39,62.84,62.615,-0.45000000000000284,0
9txq,9txq_Relax,9txq|9txq_Relax,poly,19.13,20.13,0.361,19.13,6.35,55.96,75.08,65.52,-19.119999999999997,1
9txq,9txq_Speaking,9txq|9txq_Speaking,poly,2.96,3.26,-0.377,2.96,1.4,62.66,65.62,64.14,-2.960000000000008,0
9txq,9txq_Stroop,9txq|9txq_Stroop,poly,11.0,11.93,-0.709,11.0,4.79,58.69,69.69,64.19,-11.0,1
9txq,9txq_Video1,9txq|9txq_Video1,poly,9.91,11.21,-0.514,9.91,5.28,57.32,67.23,62.275000000000006,-9.910000000000004,0
9txq,9txq_Video2,9txq|9txq_Video2,poly,11.37,12.41,-0.691,11.37,5.05,56.66,68.03,62.345,-11.370000000000005,1
a1k9,a1k9_Baseline,a1k9|a1k9_Baseline,poly,32.09,32.51,-0.239,-32.09,5.45,107.12,75.03,91.075,32.09,1
a1k9,a1k9_Breathing,a1k9|a1k9_Breathing,poly,5.18,6.23,0.195,-2.12,5.91,82.53,80.41,81.47,2.1200000000000045,0
a1k9,a1k9_Counting1,a1k9|a1k9_Counting1,poly,18.96,19.43,-0.437,-18.96,4.44,112.8,93.84,103.32,18.959999999999994,1
a1k9,a1k9_Counting2,a1k9|a1k9_Counting2,poly,25.1,25.59,0.63,-25.1,5.15,109.86,84.76,97.31,25.099999999999994,1
a1k9,a1k9_Counting3,a1k9|a1k9_Counting3,poly,23.99,24.13,0.444,-23.99,2.73,110.94,86.95,98.945,23.989999999999995,1
a1k9,a1k9_Math,a1k9|a1k9_Math,poly,31.15,33.42,-0.986,-31.15,12.57,124.43,93.29,108.86000000000001,31.14,1
a1k9,a1k9_Reading,a1k9|a1k9_Reading,poly,28.45,28.55,0.815,-28.45,2.4,118.8,90.35,104.57499999999999,28.450000000000003,1
a1k9,a1k9_Relax,a1k9|a1k9_Relax,poly,4.74,5.46,0.093,-2.11,5.09,83.17,81.06,82.11500000000001,2.1099999999999994,0
a1k9,a1k9_Speaking,a1k9|a1k9_Speaking,poly,17.83,18.06,0.813,-17.83,3.02,95.33,77.5,86.41499999999999,17.83,1
a1k9,a1k9_Stroop,a1k9|a1k9_Stroop,poly,15.94,17.72,-0.913,-15.94,8.05,107.33,91.39,99.36,15.939999999999998,1
a1k9,a1k9_Video1,a1k9|a1k9_Video1,poly,2.77,3.71,0.499,0.71,3.68,77.11,77.81,77.46000000000001,-0.7000000000000028,0
a1k9,a1k9_Video2,a1k9|a1k9_Video2,poly,6.27,8.66,0.553,6.2,6.14,73.58,79.78,76.68,-6.200000000000003,0
b2l8,b2l8_Baseline,b2l8|b2l8_Baseline,poly,4.31,4.69,-0.566,-4.31,1.93,75.94,71.64,73.78999999999999,4.299999999999997,0
b2l8,b2l8_Breathing,b2l8|b2l8_Breathing,poly,4.78,6.28,0.254,4.75,4.14,73.7,78.45,76.075,-4.75,0
b2l8,b2l8_Counting1,b2l8|b2l8_Counting1,poly,0.9,1.07,-0.051,0.4,1.02,73.27,73.67,73.47,-0.4000000000000057,0
b2l8,b2l8_Counting2,b2l8|b2l8_Counting2,poly,4.15,4.74,0.148,4.15,2.38,73.4,77.55,75.475,-4.1499999999999915,0
b2l8,b2l8_Counting3,b2l8|b2l8_Counting3,poly,2.41,2.71,-0.266,-1.78,2.11,72.39,70.61,71.5,1.7800000000000011,0
b2l8,b2l8_Math,b2l8|b2l8_Math,poly,1.91,2.46,0.105,0.41,2.51,69.21,69.62,69.41499999999999,-0.4100000000000108,0
b2l8,b2l8_Reading,b2l8|b2l8_Reading,poly,3.27,4.4,-0.612,2.97,3.37,77.1,80.07,78.585,-2.969999999999999,0
b2l8,b2l8_Relax,b2l8|b2l8_Relax,poly,4.14,4.89,-0.298,4.14,2.64,68.3,72.44,70.37,-4.140000000000001,0
b2l8,b2l8_Speaking,b2l8|b2l8_Speaking,poly,5.9,7.51,0.076,4.43,6.31,73.98,78.41,76.195,-4.429999999999993,0
b2l8,b2l8_Stroop,b2l8|b2l8_Stroop,poly,2.07,2.84,0.711,1.87,2.21,73.77,75.64,74.705,-1.8700000000000045,0
b2l8,b2l8_Video1,b2l8|b2l8_Video1,poly,2.93,3.79,0.67,2.93,2.43,68.75,71.68,70.215,-2.930000000000007,0
b2l8,b2l8_Video2,b2l8|b2l8_Video2,poly,1.83,2.36,0.657,1.07,2.14,71.26,72.33,71.795,-1.0699999999999932,0
b9w0,b9w0_Baseline,b9w0|b9w0_Baseline,poly,3.81,4.35,0.963,-3.5,2.68,95.36,91.85,93.60499999999999,3.510000000000005,0
b9w0,b9w0_Breathing,b9w0|b9w0_Breathing,poly,5.44,6.64,0.421,-3.32,5.8,86.13,82.81,84.47,3.319999999999993,0
b9w0,b9w0_Counting1,b9w0|b9w0_Counting1,poly,22.01,22.14,0.727,-22.01,2.42,105.52,83.51,94.515,22.00999999999999,1
b9w0,b9w0_Counting2,b9w0|b9w0_Counting2,poly,11.81,12.86,-0.844,-11.81,5.27,92.1,80.29,86.195,11.809999999999988,1
b9w0,b9w0_Counting3,b9w0|b9w0_Counting3,poly,11.66,12.16,-0.467,-11.66,3.57,96.19,84.53,90.36,11.659999999999997,1
b9w0,b9w0_Math,b9w0|b9w0_Math,poly,10.58,11.44,-0.876,-10.58,4.53,98.56,87.98,93.27000000000001,10.579999999999998,1
b9w0,b9w0_Reading,b9w0|b9w0_Reading,poly,15.64,17.97,-0.956,-14.56,10.96,101.04,86.48,93.76,14.560000000000002,1
b9w0,b9w0_Relax,b9w0|b9w0_Relax,poly,2.58,2.98,0.255,-2.22,2.02,79.53,77.31,78.42,2.219999999999999,0
b9w0,b9w0_Speaking,b9w0|b9w0_Speaking,poly,8.0,8.79,0.04,-7.54,4.69,95.76,88.22,91.99000000000001,7.540000000000006,0
b9w0,b9w0_Stroop,b9w0|b9w0_Stroop,poly,17.41,18.04,0.414,-17.41,4.92,95.79,78.38,87.08500000000001,17.41000000000001,1
b9w0,b9w0_Video1,b9w0|b9w0_Video1,poly,2.12,3.0,0.444,-1.24,2.76,86.6,85.36,85.97999999999999,1.2399999999999949,0
b9w0,b9w0_Video2,b9w0|b9w0_Video2,poly,1.89,2.32,0.786,-0.66,2.25,79.85,79.19,79.52,0.6599999999999966,0
bfl5,bfl5_Baseline,bfl5|bfl5_Baseline,poly,6.01,6.58,0.784,6.01,2.8,89.06,95.07,92.065,-6.009999999999991,0
bfl5,bfl5_Breathing,bfl5|bfl5_Breathing,poly,2.48,3.52,0.502,-1.17,3.35,81.05,79.88,80.465,1.1700000000000017,0
bfl5,bfl5_Counting1,bfl5|bfl5_Counting1,poly,6.45,7.31,-0.795,0.83,7.53,94.51,95.34,94.92500000000001,-0.8299999999999983,0
bfl5,bfl5_Counting2,bfl5|bfl5_Counting2,poly,8.57,9.3,-0.956,-5.32,7.92,93.27,87.94,90.60499999999999,5.329999999999998,0
bfl5,bfl5_Counting3,bfl5|bfl5_Counting3,poly,5.95,6.69,-0.786,-5.1,4.5,90.44,85.34,87.89,5.099999999999994,0
bfl5,bfl5_Math,bfl5|bfl5_Math,poly,5.42,5.82,-0.728,-0.29,6.04,89.11,88.82,88.965,0.29000000000000625,0
bfl5,bfl5_Reading,bfl5|bfl5_Reading,poly,4.09,4.82,-0.845,-1.05,4.88,87.38,86.34,86.86,1.039999999999992,0
bfl5,bfl5_Relax,bfl5|bfl5_Relax,poly,5.56,6.47,-0.702,3.47,5.52,78.08,81.55,79.815,-3.469999999999999,0
bfl5,bfl5_Speaking,bfl5|bfl5_Speaking,poly,0.72,0.97,-0.332,-0.33,0.95,81.89,81.56,81.725,0.3299999999999983,0
bfl5,bfl5_Stroop,bfl5|bfl5_Stroop,poly,10.42,11.54,-0.939,-10.3,5.4,94.63,84.33,89.47999999999999,10.299999999999997,1
bfl5,bfl5_Video1,bfl5|bfl5_Video1,poly,3.99,4.4,0.39,-1.62,4.13,76.54,74.92,75.73,1.6200000000000045,0
bfl5,bfl5_Video2,bfl5|bfl5_Video2,poly,7.0,8.16,-0.682,6.77,4.63,77.61,84.37,80.99000000000001,-6.760000000000005,0
c3m7,c3m7_Baseline,c3m7|c3m7_Baseline,poly,11.08,13.9,0.189,-8.8,11.16,102.02,93.23,97.625,8.789999999999992,1
c3m7,c3m7_Breathing,c3m7|c3m7_Breathing,poly,11.1,12.16,0.147,-11.02,5.2,101.3,90.28,95.78999999999999,11.019999999999996,1
c3m7,c3m7_Counting1,c3m7|c3m7_Counting1,poly,17.82,17.91,0.6,-17.82,1.89,101.53,83.71,92.62,17.820000000000007,1
c3m7,c3m7_Counting2,c3m7|c3m7_Counting2,poly,12.36,14.65,-0.798,-10.61,10.51,100.22,89.61,94.91499999999999,10.61,1
c3m7,c3m7_Counting3,c3m7|c3m7_Counting3,poly,8.73,9.78,-0.421,-7.82,6.1,91.57,83.75,87.66,7.819999999999993,0
c3m7,c3m7_Math,c3m7|c3m7_Math,poly,18.15,18.24,0.335,-18.15,1.95,101.28,83.13,92.205,18.150000000000006,1
c3m7,c3m7_Reading,c3m7|c3m7_Reading,poly,4.69,5.93,0.733,-4.69,3.77,99.8,95.11,97.455,4.689999999999998,0
c3m7,c3m7_Relax,c3m7|c3m7_Relax,poly,3.74,4.26,0.503,-3.51,2.45,79.57,76.06,77.815,3.509999999999991,0
c3m7,c3m7_Speaking,c3m7|c3m7_Speaking,poly,14.32,15.42,0.917,-14.32,5.94,109.5,95.18,102.34,14.319999999999993,1
c3m7,c3m7_Stroop,c3m7|c3m7_Stroop,poly,12.11,12.41,0.89,-12.11,2.84,93.22,81.11,87.16499999999999,12.11,1
c3m7,c3m7_Video1,c3m7|c3m7_Video1,poly,13.61,15.95,0.033,-13.6,8.41,104.0,90.4,97.2,13.599999999999994,1
c3m7,c3m7_Video2,c3m7|c3m7_Video2,poly,3.86,4.38,0.593,0.91,4.35,89.86,90.77,90.315,-0.9099999999999966,0
chdf,chdf_Baseline,chdf|chdf_Baseline,poly,6.2,6.75,0.09,1.78,6.76,98.15,99.93,99.04,-1.7800000000000011,0
chdf,chdf_Breathing,chdf|chdf_Breathing,poly,10.86,12.67,-0.232,-10.72,6.81,95.06,84.35,89.705,10.710000000000008,1
chdf,chdf_Counting1,chdf|chdf_Counting1,poly,16.3,20.28,0.566,14.06,15.17,96.87,110.92,103.89500000000001,-14.049999999999997,1
chdf,chdf_Counting2,chdf|chdf_Counting2,poly,21.77,23.3,0.718,-21.77,8.6,97.53,75.76,86.64500000000001,21.769999999999996,1
chdf,chdf_Counting3,chdf|chdf_Counting3,poly,9.84,11.96,-0.696,-9.84,7.08,93.63,83.79,88.71000000000001,9.83999999999999,0
chdf,chdf_Math,chdf|chdf_Math,poly,4.61,4.89,0.061,-4.61,1.67,101.38,96.77,99.07499999999999,4.609999999999999,0
chdf,chdf_Reading,chdf|chdf_Reading,poly,34.42,35.22,0.953,-34.42,7.79,110.16,75.74,92.94999999999999,34.42,1
chdf,chdf_Relax,chdf|chdf_Relax,poly,5.73,6.51,0.447,-0.59,6.56,97.22,96.63,96.925,0.5900000000000034,0
chdf,chdf_Speaking,chdf|chdf_Speaking,poly,14.55,14.76,-0.326,-14.55,2.57,105.96,91.41,98.685,14.549999999999997,1
chdf,chdf_Stroop,chdf|chdf_Stroop,poly,7.15,7.98,0.936,-6.91,4.17,95.58,88.67,92.125,6.909999999999997,0
chdf,chdf_Video1,chdf|chdf_Video1,poly,6.32,9.13,0.203,-4.54,8.0,95.98,91.44,93.71000000000001,4.540000000000006,0
chdf,chdf_Video2,chdf|chdf_Video2,poly,11.57,14.63,-0.518,-10.62,10.23,92.52,81.9,87.21000000000001,10.61999999999999,1
ctzy,ctzy_Baseline,ctzy|ctzy_Baseline,poly,2.32,2.81,0.404,-1.6,2.4,78.53,76.93,77.73,1.5999999999999943,0
ctzy,ctzy_Breathing,ctzy|ctzy_Breathing,poly,8.15,8.53,-0.06,8.15,2.54,68.86,77.01,72.935,-8.150000000000006,0
ctzy,ctzy_Counting1,ctzy|ctzy_Counting1,poly,11.66,11.82,0.932,11.66,2.0,75.95,87.61,81.78,-11.659999999999997,1
ctzy,ctzy_Counting2,ctzy|ctzy_Counting2,poly,2.95,3.52,0.679,2.86,2.14,76.11,78.97,77.53999999999999,-2.8599999999999994,0
ctzy,ctzy_Counting3,ctzy|ctzy_Counting3,poly,4.41,5.61,0.68,2.98,4.93,82.45,85.43,83.94,-2.980000000000004,0
ctzy,ctzy_Math,ctzy|ctzy_Math,poly,4.6,4.93,0.181,2.42,4.47,79.02,81.44,80.22999999999999,-2.4200000000000017,0
ctzy,ctzy_Reading,ctzy|ctzy_Reading,poly,1.99,2.17,0.838,-1.99,0.91,74.53,72.54,73.535,1.9899999999999949,0
ctzy,ctzy_Relax,ctzy|ctzy_Relax,poly,8.41,10.23,-0.552,5.89,8.47,69.82,75.7,72.75999999999999,-5.88000000000001,0
ctzy,ctzy_Speaking,ctzy|ctzy_Speaking,poly,7.52,7.64,0.505,-7.52,1.41,74.46,66.94,70.69999999999999,7.519999999999996,0
ctzy,ctzy_Stroop,ctzy|ctzy_Stroop,poly,2.57,2.97,0.965,1.22,2.82,84.3,85.51,84.905,-1.210000000000008,0
ctzy,ctzy_Video1,ctzy|ctzy_Video1,poly,5.76,6.67,0.438,5.1,4.34,68.49,73.58,71.035,-5.090000000000003,0
ctzy,ctzy_Video2,ctzy|ctzy_Video2,poly,3.26,3.93,0.118,1.23,3.79,69.62,70.85,70.235,-1.2299999999999898,0
cxj0,cxj0_Baseline,cxj0|cxj0_Baseline,poly,4.37,5.24,0.85,-4.12,3.37,82.87,78.75,80.81,4.1200000000000045,0
cxj0,cxj0_Breathing,cxj0|cxj0_Breathing,poly,8.09,9.58,-0.104,-2.85,9.23,86.09,83.24,84.66499999999999,2.8500000000000085,0
cxj0,cxj0_Counting1,cxj0|cxj0_Counting1,poly,5.83,6.98,0.95,-0.2,7.26,82.34,82.14,82.24000000000001,0.20000000000000284,0
cxj0,cxj0_Counting2,cxj0|cxj0_Counting2,poly,5.1,6.71,-0.715,-3.9,5.68,82.91,79.01,80.96000000000001,3.8999999999999915,0
cxj0,cxj0_Counting3,cxj0|cxj0_Counting3,poly,5.06,5.11,0.953,-5.06,0.71,84.97,79.91,82.44,5.060000000000002,0
cxj0,cxj0_Math,cxj0|cxj0_Math,poly,5.38,6.2,-0.741,-5.38,3.22,84.95,79.57,82.25999999999999,5.38000000000001,0
cxj0,cxj0_Reading,cxj0|cxj0_Reading,poly,4.93,6.35,0.338,-4.88,4.23,84.72,79.84,82.28,4.8799999999999955,0
cxj0,cxj0_Relax,cxj0|cxj0_Relax,poly,4.3,5.42,0.34,0.9,5.4,80.74,81.65,81.195,-0.9100000000000108,0
cxj0,cxj0_Speaking,cxj0|cxj0_Speaking,poly,6.86,7.43,-0.114,6.86,2.98,85.25,92.11,88.68,-6.859999999999999,0
cxj0,cxj0_Stroop,cxj0|cxj0_Stroop,poly,3.88,4.59,-0.518,-3.88,2.53,85.15,81.27,83.21000000000001,3.8800000000000097,0
cxj0,cxj0_Video1,cxj0|cxj0_Video1,poly,3.92,5.73,0.729,1.48,5.59,83.57,85.05,84.31,-1.480000000000004,0
cxj0,cxj0_Video2,cxj0|cxj0_Video2,poly,4.77,5.73,0.766,-3.88,4.28,82.69,78.8,80.745,3.8900000000000006,0
d4n6,d4n6_Baseline,d4n6|d4n6_Baseline,poly,8.79,9.08,0.471,-8.79,2.35,88.37,79.57,83.97,8.800000000000011,0
d4n6,d4n6_Breathing,d4n6|d4n6_Breathing,poly,8.63,10.41,-0.115,-8.63,5.89,89.24,80.61,84.925,8.629999999999995,0
d4n6,d4n6_Counting1,d4n6|d4n6_Counting1,poly,6.21,6.93,0.773,4.36,5.58,86.59,90.95,88.77000000000001,-4.359999999999999,0
d4n6,d4n6_Counting2,d4n6|d4n6_Counting2,poly,5.07,6.44,-0.581,-4.84,4.42,89.38,84.54,86.96000000000001,4.839999999999989,0
d4n6,d4n6_Counting3,d4n6|d4n6_Counting3,poly,14.52,14.62,-0.227,-14.52,1.77,86.21,71.69,78.94999999999999,14.519999999999996,1
d4n6,d4n6_Math,d4n6|d4n6_Math,poly,7.07,7.53,-0.568,-7.07,2.69,90.1,83.03,86.565,7.069999999999993,0
d4n6,d4n6_Reading,d4n6|d4n6_Reading,poly,6.98,7.8,-0.656,-6.98,3.62,91.09,84.11,87.6,6.980000000000004,0
d4n6,d4n6_Relax,d4n6|d4n6_Relax,poly,3.62,4.84,-0.527,-2.96,3.87,82.54,79.58,81.06,2.960000000000008,0
d4n6,d4n6_Speaking,d4n6|d4n6_Speaking,poly,7.74,8.02,-0.118,-7.74,2.2,87.06,79.32,83.19,7.740000000000009,0
d4n6,d4n6_Stroop,d4n6|d4n6_Stroop,poly,2.1,2.82,0.097,-1.67,2.37,84.19,82.52,83.35499999999999,1.6700000000000017,0
d4n6,d4n6_Video1,d4n6|d4n6_Video1,poly,3.33,3.93,0.602,-2.15,3.32,85.01,82.86,83.935,2.1500000000000057,0
d4n6,d4n6_Video2,d4n6|d4n6_Video2,poly,4.25,4.88,0.457,-4.25,2.43,84.35,80.09,82.22,4.259999999999991,0
e5p4,e5p4_Baseline,e5p4|e5p4_Baseline,poly,10.53,11.26,0.582,-10.53,4.16,94.25,83.73,88.99000000000001,10.519999999999996,1
e5p4,e5p4_Breathing,e5p4|e5p4_Breathing,poly,8.37,9.44,-0.018,-6.67,6.74,91.42,84.75,88.08500000000001,6.670000000000002,0
e5p4,e5p4_Counting1,e5p4|e5p4_Counting1,poly,3.11,3.51,0.986,-1.07,3.47,91.33,90.26,90.795,1.0699999999999932,0
e5p4,e5p4_Counting2,e5p4|e5p4_Counting2,poly,8.9,9.08,0.649,-8.9,1.86,92.44,83.54,87.99000000000001,8.899999999999991,0
e5p4,e5p4_Counting3,e5p4|e5p4_Counting3,poly,13.01,13.32,-0.738,-13.01,2.98,87.91,74.9,81.405,13.009999999999991,1
e5p4,e5p4_Math,e5p4|e5p4_Math,poly,8.42,11.01,-0.31,3.59,10.81,88.75,92.34,90.545,-3.5900000000000034,0
e5p4,e5p4_Reading,e5p4|e5p4_Reading,poly,6.1,6.41,-0.078,-6.1,2.05,90.19,84.09,87.14,6.099999999999994,0
e5p4,e5p4_Relax,e5p4|e5p4_Relax,poly,4.56,5.61,-0.432,-3.67,4.3,84.83,81.16,82.995,3.6700000000000017,0
e5p4,e5p4_Speaking,e5p4|e5p4_Speaking,poly,6.74,7.9,-0.489,-5.11,6.25,92.03,86.92,89.475,5.109999999999999,0
e5p4,e5p4_Stroop,e5p4|e5p4_Stroop,poly,5.28,6.49,-0.529,0.15,6.75,85.64,85.79,85.715,-0.15000000000000568,0
e5p4,e5p4_Video1,e5p4|e5p4_Video1,poly,2.52,3.25,0.11,-1.57,2.87,86.94,85.37,86.155,1.5699999999999932,0
e5p4,e5p4_Video2,e5p4|e5p4_Video2,poly,2.7,3.75,0.482,-2.5,2.84,87.5,85.01,86.255,2.489999999999995,0
f6q3,f6q3_Baseline,f6q3|f6q3_Baseline,poly,25.95,26.08,-0.815,25.95,2.69,58.59,84.54,71.565,-25.950000000000003,1
f6q3,f6q3_Breathing,f6q3|f6q3_Breathing,poly,12.54,13.43,-0.151,12.54,4.86,59.05,71.59,65.32,-12.540000000000006,1
f6q3,f6q3_Counting1,f6q3|f6q3_Counting1,poly,17.62,21.77,0.533,17.62,13.27,58.28,75.9,67.09,-17.620000000000005,1
f6q3,f6q3_Counting2,f6q3|f6q3_Counting2,poly,17.67,17.99,-0.25,17.67,3.52,58.42,76.09,67.255,-17.67,1
f6q3,f6q3_Counting3,f6q3|f6q3_Counting3,poly,10.47,10.54,-0.917,10.47,1.27,56.91,67.37,62.14,-10.460000000000008,1
f6q3,f6q3_Math,f6q3|f6q3_Math,poly,17.82,19.0,-0.277,17.82,6.82,58.31,76.13,67.22,-17.819999999999993,1
f6q3,f6q3_Reading,f6q3|f6q3_Reading,poly,19.92,21.02,0.372,19.92,6.98,57.41,77.32,67.365,-19.909999999999997,1
f6q3,f6q3_Relax,f6q3|f6q3_Relax,poly,17.17,17.49,0.039,17.17,3.38,57.79,74.96,66.375,-17.169999999999995,1
f6q3,f6q3_Speaking,f6q3|f6q3_Speaking,poly,12.77,13.2,0.652,12.77,3.5,58.92,71.69,65.305,-12.769999999999996,1
