frame,time_sec,vol,tenengrad,hf_ratio,aniso
123,3.500484,515.9119262695312,5716.58154296875,0.0023494205588593946,2.2361698949191133
124,3.528943,514.29833984375,5706.21923828125,0.0023484132901597306,2.2293584415097563
125,3.557402,513.3121948242188,5698.85693359375,0.0023496082084617023,2.2205363844056056
126,3.585861,512.8389892578125,5690.57958984375,0.002359462686319915,2.2127813211929253
127,3.614321,512.04296875,5681.72021484375,0.0023550017782492565,2.2082587051937552
128,3.64278,511.7009582519531,5673.267578125,0.00227225582005852,2.207826041549247
129,3.671239,512.5377807617188,5674.77880859375,0.002285779962402456,2.212813697557998
130,3.699698,511.94677734375,5667.45068359375,0.002271145171033747,2.2166198622364437
131,3.728158,512.173095703125,5662.75146484375,0.0022673519626626474,2.2192207593417383
132,3.756617,513.1167602539062,5663.40625,0.0022813093576434817,2.223741203344745
133,3.785076,513.878662109375,5663.220703125,0.0022880028707557235,2.227414630065256
134,3.813535,514.7124633789062,5663.69091796875,0.002307345690529214,2.237094375656478
135,3.841994,511.1004333496094,5640.0771484375,0.002262689643239296,2.240158100801261
136,3.870454,508.4255065917969,5626.02783203125,0.0022309506726155646,2.2329335009425257
137,3.898913,506.82958984375,5611.849609375,0.002213299801579035,2.232103657179292
138,3.927372,507.3932189941406,5614.07666015625,0.0022053895293518352,2.229552203489549
139,3.955831,510.0999755859375,5632.5712890625,0.0022370773505424953,2.22255753778128
140,3.984291,515.4747924804688,5662.365234375,0.0022756588681962083,2.222915188863261
141,4.01275,518.2045288085938,5676.419921875,0.002294052280258325,2.22588992451313
142,4.041209,519.7405395507812,5685.85888671875,0.002304427431514754,2.2268521174313856
143,4.069668,521.4713134765625,5693.76025390625,0.00231531607618877,2.2320229894933683
144,4.098127,522.042236328125,5698.1123046875,0.002325059597893833,2.2406320771833284
145,4.126587,523.020751953125,5704.345703125,0.0023349539283145314,2.2430780828358965
146,4.155046,524.5819091796875,5711.83349609375,0.0023336907047677657,2.241827906670809
147,4.183505,524.832763671875,5709.515625,0.002341580261659497,2.242084897631299
148,4.211964,524.5481567382812,5701.75,0.0023442054128640873,2.246647512662623
149,4.240423,523.707275390625,5693.68896484375,0.0023356311103339016,2.245059278482163
150,4.268883,522.478271484375,5673.240234375,0.0023256781589583316,2.2496435716190404
151,4.297342,520.7034301757812,5655.25927734375,0.002330854571823988,2.2485320401493767
152,4.325801,520.736572265625,5649.8359375,0.0023291597823379222,2.2491885725580794
153,4.35426,521.1607055664062,5647.931640625,0.0023449086848547004,2.252418078532715
154,4.38272,521.1817626953125,5648.9072265625,0.0023465315822125132,2.250466832145845
155,4.411179,521.319580078125,5649.1064453125,0.0023551919004626922,2.24399038846731
156,4.439638,520.90771484375,5647.67919921875,0.0023330761841558766,2.241020680960082
157,4.468097,519.9046020507812,5642.15869140625,0.0023260676401716755,2.2414325397574664
158,4.496556,518.897216796875,5635.806640625,0.0023098409134460563,2.242085977510109
159,4.525016,518.4847412109375,5633.80078125,0.0023039536648872937,2.247892400503517
160,4.553475,517.591552734375,5626.88427734375,0.002305049029698565,2.2466699388451317
161,4.581934,517.2372436523438,5623.7548828125,0.0023085920611152382,2.248522018448848
162,4.610393,517.2970581054688,5621.1865234375,0.0023104409238928524,2.2509878744576324
163,4.638853,516.248291015625,5615.9052734375,0.002296088894452077,2.2472233014686407
164,4.667312,515.67431640625,5614.3017578125,0.0022891854657799667,2.2428027691964636
165,4.695771,515.435302734375,5619.41796875,0.002290668105984084,2.2374631273160164
166,4.72423,515.3809204101562,5621.02587890625,0.002292273398050924,2.2341595775213885
167,4.752689,515.8191528320312,5623.849609375,0.0022904404922404397,2.233748593010637
168,4.781149,515.4857177734375,5623.7041015625,0.0022628902822536406,2.2321800811812
169,4.809608,517.8644409179688,5646.724609375,0.0022516017624950313,2.2249171534302836
170,4.838067,517.225830078125,5642.3173828125,0.0022359755073930116,2.2232751751877
171,4.866526,516.5119018554688,5636.3935546875,0.0022303984517460717,2.225010444774537
172,4.894985,514.763671875,5621.71240234375,0.002214797384245687,2.2258035084667824
173,4.923445,514.2561645507812,5618.7333984375,0.0021909227136220387,2.231245885620351
174,4.951904,514.717529296875,5624.2431640625,0.0021964088896500905,2.235560615686604
175,4.980363,514.528564453125,5623.970703125,0.0021925335347212148,2.234909384865514
176,5.008822,514.2620239257812,5621.88427734375,0.002186304396821062,2.236416351443048
177,5.037282,514.2777099609375,5621.21923828125,0.0021907041700582578,2.2349167219457695
178,5.065741,513.6658325195312,5617.58544921875,0.0021921849881476807,2.238364435842329
179,5.0942,513.0634155273438,5614.5576171875,0.002193326331804577,2.2414106474680264
180,5.122659,513.68896484375,5618.33544921875,0.002199052649624523,2.2454228115945964
181,5.151118,513.206787109375,5617.041015625,0.0021946543903060504,2.2489510696988573
182,5.179578,512.9922485351562,5615.982421875,0.0021875762734332492,2.248211815920428
183,5.208037,512.313232421875,5610.27001953125,0.0021888054450261195,2.2513923885778078
184,5.236496,510.14215087890625,5593.7763671875,0.0021770972760982903,2.2508813401430894
185,5.264955,508.8258056640625,5584.47607421875,0.0021645434414218952,2.2447421101987772
186,5.293415,508.6086730957031,5582.939453125,0.002159117213398368,2.2457712786859423
187,5.321874,509.0252380371094,5587.341796875,0.002157590031783892,2.2450479548763167
188,5.350333,509.2215576171875,5594.4970703125,0.0021509629161714115,2.2427653807517003
189,5.378792,511.45123291015625,5611.609375,0.002176005275802548,2.2297852175029096
190,5.407251,513.6844482421875,5626.33837890625,0.0022029044957996738,2.227235168737006
191,5.435711,516.1903686523438,5643.06396484375,0.0022397124711838277,2.2292379716741757
192,5.46417,517.4096069335938,5651.9033203125,0.0022503313912497053,2.2306186852084315
193,5.492629,517.7675170898438,5655.37841796875,0.0022531387191574805,2.228183449279587
194,5.521088,516.8992919921875,5648.5693359375,0.0022476129533307073,2.2246902091128162
195,5.549547,516.0676879882812,5639.9521484375,0.0022415245056581724,2.2271660199208814
196,5.578007,515.2120361328125,5627.8876953125,0.002237534137114768,2.2317511242911348
197,5.606466,515.5340576171875,5625.20654296875,0.002243636187049789,2.236484412276523
198,5.634925,515.2593383789062,5619.9658203125,0.0022331828182104987,2.2394517698798935
199,5.663384,517.1100463867188,5611.95263671875,0.002249344274270347,2.2668485538921708
200,5.691844,515.7042236328125,5599.8544921875,0.0022410634889552133,2.272608334045344
201,5.720303,514.8590087890625,5589.94775390625,0.0022392172026398788,2.277127050695167
202,5.748762,514.239013671875,5586.640625,0.002235011550510932,2.279314664465561
203,5.777221,514.426025390625,5586.5224609375,0.0022387390996997433,2.2745618730795294
204,5.80568,514.9144897460938,5590.6923828125,0.002245451743190122,2.272090110479071
205,5.83414,512.8981323242188,5579.9541015625,0.0022371923747051873,2.2680490669206983
206,5.862599,512.2755737304688,5573.056640625,0.002234186636279577,2.2667891416656416
207,5.891058,512.0330200195312,5569.81982421875,0.0022335090742736587,2.2662013199297952
208,5.919517,511.68658447265625,5564.67041015625,0.002234166687134604,2.2662646473130943
209,5.947977,511.34710693359375,5563.10888671875,0.0022221902680860696,2.2653099520867124
210,5.976436,511.2906494140625,5561.06787109375,0.002216235138850528,2.2642044961057057
211,6.004895,511.12738037109375,5557.77978515625,0.0022202895989421414,2.265221427397469
212,6.033354,511.1701354980469,5558.32763671875,0.002221926623445819,2.262620522638692
213,6.061813,511.3846130371094,5557.240234375,0.00221072856294836,2.2615973234485924
214,6.090273,510.4493408203125,5552.857421875,0.002211424531691052,2.2606261024221834
215,6.118732,510.2508239746094,5550.4619140625,0.002211115248277001,2.257875180083332
216,6.147191,510.02386474609375,5547.30078125,0.002207020804661413,2.2576298757933437
217,6.17565,509.7918395996094,5543.748046875,0.002209925764284004,2.2582542620722332
218,6.20411,509.1083984375,5539.10693359375,0.002219645194091577,2.25930615412503
219,6.232569,508.20367431640625,5531.8173828125,0.0022232970230404215,2.256905551049156
220,6.261028,508.4098205566406,5532.00634765625,0.0022279465966723692,2.260122376844817
221,6.289487,507.9625244140625,5529.98974609375,0.002228889742360097,2.2586797862815344
222,6.317946,508.6710205078125,5538.2353515625,0.002244435757908208,2.262690581160033
223,6.346406,508.41064453125,5537.607421875,0.0022595649295482963,2.262233695777395
224,6.374865,507.8313903808594,5533.89501953125,0.002255723183997884,2.257722320427631
225,6.403324,505.0933837890625,5520.49462890625,0.0022248936089879724,2.256450488013209
226,6.431783,504.5390625,5517.99169921875,0.0022622717699714748,2.3026965117363662
227,6.460242,507.6257629394531,5529.755859375,0.002326834820551605,2.282566555416404
228,6.488702,507.2750244140625,5530.02978515625,0.002320252002500207,2.3013666968335094
229,6.517161,507.1641845703125,5532.150390625,0.002302928991440454,2.3014483768106118
230,6.54562,504.4782409667969,5519.41796875,0.0022524538499565047,2.2901587745263634
231,6.574079,502.45367431640625,5505.48486328125,0.0022151218717329185,2.2726788663384294
232,6.602539,501.53564453125,5498.751953125,0.00220785251534329,2.2711658865379056
233,6.630998,501.4069519042969,5495.12841796875,0.0022072716189079637,2.274959002236469
234,6.659457,500.9432373046875,5490.88330078125,0.0021918388085614936,2.270893707546679
235,6.687916,499.63385009765625,5480.64501953125,0.002181816354980723,2.2680697627510837
236,6.716375,499.6028137207031,5488.056640625,0.0021822306446313278,2.2562690701905916
237,6.744835,501.6388244628906,5509.927734375,0.002205599942659229,2.250972252088015
238,6.773294,503.787109375,5525.8994140625,0.0022208416429666047,2.2476388472590565
239,6.801753,505.3956298828125,5538.765625,0.0022321605686683355,2.248052056543836
240,6.830212,506.6578674316406,5544.22216796875,0.002235764360376246,2.2489345230515148
241,6.858672,505.6374816894531,5539.88818359375,0.0022187664479227324,2.2564425743450776
242,6.887131,505.7362060546875,5537.54296875,0.0022143946466165426,2.273879350807266
243,6.91559,505.9846496582031,5534.5634765625,0.002214969093248391,2.277557352074144
244,6.944049,506.7076721191406,5535.3369140625,0.0022137718339324433,2.2746036057740007
245,6.972508,508.0177307128906,5542.16943359375,0.002219606492953033,2.2650901949188587
246,7.000968,507.8321533203125,5537.86669921875,0.0022168541469596093,2.258708000315242
247,7.029427,507.9739074707031,5539.37255859375,0.0022162728624362136,2.2577030450447815
248,7.057886,507.65679931640625,5537.0185546875,0.002215800102395181,2.2540887001667707
249,7.086345,507.83544921875,5538.03857421875,0.0022137102069366824,2.252926377712864
250,7.114804,508.4900817871094,5544.25244140625,0.0022224198192900466,2.2545859690705843
251,7.143264,510.94927978515625,5560.12060546875,0.002248595325904729,2.250666662713712
252,7.171723,513.0345458984375,5570.2734375,0.002271145766323008,2.24653819010409
253,7.200182,512.9883422851562,5569.9599609375,0.0022768684270053166,2.2423627636939867
254,7.228641,510.83197021484375,5556.537109375,0.0022533296510180065,2.2448130414786966
255,7.257101,507.5299072265625,5533.53076171875,0.0022089771194789866,2.2531085930674775
256,7.28556,506.1474609375,5525.15673828125,0.002195449863770741,2.259214976685816
257,7.314019,506.5368957519531,5530.5517578125,0.0022043719679665816,2.257371151599605
258,7.342478,508.2839660644531,5541.87451171875,0.0022105214613565823,2.255969644587419
259,7.370937,509.2810974121094,5552.443359375,0.0022147840252821987,2.253644886222283
260,7.399397,510.4100036621094,5558.734375,0.0022349601457985957,2.2605628536757263
261,7.427856,510.7122802734375,5557.5712890625,0.0022428063397389453,2.2614350923131346
262,7.456315,511.0154113769531,5558.12744140625,0.002251917272303927,2.264381049922543
263,7.484774,511.03814697265625,5555.576171875,0.002244148038008796,2.2679856500138875
264,7.513234,511.0811767578125,5554.62744140625,0.0022428947761507566,2.2710176414614933
265,7.541693,510.455078125,5548.87158203125,0.0022370068504900574,2.275536092266054
266,7.570152,510.3825988769531,5547.822265625,0.0022362992545052265,2.2754780905857586
267,7.598611,509.4599609375,5543.001953125,0.002234620429507993,2.2672402422341245
268,7.62707,508.2873229980469,5535.8896484375,0.0022449813623501604,2.262447482859169
269,7.65553,507.0002746582031,5528.505859375,0.002233974736742725,2.2598806513782828
270,7.683989,506.05084228515625,5521.7490234375,0.0022299354167117677,2.2535908352232017
271,7.712448,505.7667236328125,5519.20849609375,0.002216421902533557,2.252157644251066
272,7.740907,505.4524230957031,5518.16845703125,0.0022109548349830924,2.251125632807177
273,7.769366,504.8109130859375,5512.89892578125,0.0022050536782218383,2.2499568511141517
274,7.797826,504.9216613769531,5514.03076171875,0.002191098334781756,2.2490576767608053
275,7.826285,504.7967529296875,5510.45703125,0.002190073039974239,2.2482235980792864
276,7.854744,503.8621826171875,5505.75537109375,0.0021710505264968117,2.24671405511742
277,7.883203,503.5703125,5505.63232421875,0.002165830705201015,2.2448480929332084
278,7.911663,503.3643798828125,5504.103515625,0.002164854823018077,2.2433911023431277
279,7.940122,502.4041442871094,5499.1044921875,0.002164588503787044,2.2407985041247374
280,7.968581,501.2391052246094,5489.7734375,0.0021685791580477185,2.242156575991451
281,7.99704,500.9142761230469,5487.64892578125,0.0021713977540536154,2.2417231648491955
282,8.025499,500.8962097167969,5486.83837890625,0.0021762761127894783,2.2422224479384747
283,8.053959,501.4769287109375,5492.9169921875,0.002183648578142961,2.242699617945635
284,8.082418,503.0972900390625,5504.1181640625,0.002185412170014936,2.242313097255504
285,8.110877,502.6824035644531,5506.052734375,0.0021814080146873326,2.2395476692903857
286,8.139336,503.4395751953125,5512.01220703125,0.002193283057775107,2.237796814057144
287,8.167796,503.6138916015625,5510.076171875,0.002204727737536294,2.2410264617422535
288,8.196255,503.9012451171875,5512.44287109375,0.0022162950814769316,2.2411053126381804
289,8.224714,503.0945129394531,5510.1025390625,0.00220275703773084,2.244534067978838
290,8.253173,502.97265625,5507.693359375,0.002184350125948571,2.2590924624164224
291,8.281632,500.00689697265625,5485.5966796875,0.0021529999930382632,2.2613584650819463
292,8.310092,498.30169677734375,5477.40966796875,0.0021222277015558845,2.2823244336898054
293,8.338551,501.65863037109375,5483.06640625,0.0022164253699743634,2.2893091291967456
294,8.36701,502.7502136230469,5489.1953125,0.002234725937302787,2.277312308292011
295,8.395469,505.01861572265625,5513.67919921875,0.002262424853374332,2.2809038712993748
296,8.423929,505.017578125,5519.98583984375,0.0022614392287401267,2.288151251959692
297,8.452388,504.6985168457031,5528.5009765625,0.0022321967372599598,2.2828795030139553
298,8.480847,502.8387451171875,5528.5654296875,0.0022016447607016583,2.276263137181926
299,8.509306,501.07952880859375,5523.03466796875,0.0021741681835618257,2.2780164120315067
300,8.537765,500.2279052734375,5520.61865234375,0.0021626586803807574,2.2669480947769296
301,8.566225,499.3460693359375,5519.982421875,0.0021410391465340123,2.2611126352017448
302,8.594684,500.4400634765625,5531.595703125,0.0021354997952383148,2.251858792413209
303,8.623143,501.2342224121094,5538.7880859375,0.0021485344917294117,2.2384244094780072
304,8.651602,501.169921875,5541.748046875,0.002152890192229827,2.229948117899502
305,8.680061,500.87994384765625,5543.52783203125,0.002161493261981118,2.2245223350018235
306,8.708521,501.3577575683594,5551.6025390625,0.00217895605465865,2.2187429944307375
307,8.73698,503.7669372558594,5567.15478515625,0.00220680879015746,2.21186976402976
308,8.765439,505.1022033691406,5571.25341796875,0.0022281331404772693,2.209434892330227
309,8.793898,504.3376159667969,5562.15966796875,0.0022030365738241807,2.211056439825852
310,8.822358,501.4187927246094,5540.8974609375,0.0021483914344475746,2.227581263328611
311,8.850817,501.1768798828125,5537.1123046875,0.0021447242836420345,2.2257034275166174
312,8.879276,502.9172058105469,5542.146484375,0.0021817548154032854,2.2186337172838924
313,8.907735,505.7335205078125,5557.12353515625,0.0022051096448421586,2.227664323279342
314,8.936194,507.8747253417969,5571.837890625,0.002218174348719085,2.240302703988901
315,8.964654,509.8297424316406,5582.810546875,0.002238177518141668,2.247888217667694
316,8.993113,511.2073059082031,5587.96435546875,0.002244506837401204,2.252245877054706
317,9.021572,510.4484558105469,5571.9580078125,0.0022416396029531272,2.256757851155067
318,9.050031,511.43511962890625,5566.22265625,0.0022397946091649787,2.262271683591696
319,9.078491,511.2933044433594,5564.4287109375,0.002242332874588058,2.266142527427573
320,9.10695,509.3932800292969,5548.2353515625,0.0022346533295885995,2.25483041306894
321,9.135409,508.5813903808594,5543.18603515625,0.002230874958577885,2.254585581440246
322,9.163868,507.03948974609375,5534.779296875,0.0022182783166895897,2.247167911178105
323,9.192327,506.4647216796875,5531.34716796875,0.002206943502471385,2.2467943885459114
324,9.220787,505.8592529296875,5528.056640625,0.0021969905453922407,2.2432130160674952
325,9.249246,505.7607421875,5526.201171875,0.002202471021505957,2.245117992170908
326,9.277705,505.0152587890625,5518.87353515625,0.0021977855016547575,2.245287271791045
327,9.306164,504.7513122558594,5513.4150390625,0.0022045443276910294,2.2472941026252924
328,9.334623,503.8153076171875,5506.96435546875,0.002197813196390518,2.2422787211538626
329,9.363083,504.2063293457031,5510.134765625,0.00220276504360253,2.2421921021883424
330,9.391542,504.185546875,5509.6181640625,0.002198295250527054,2.2416049733680725
331,9.420001,504.7303161621094,5513.9208984375,0.0022051884473456343,2.24171310911727
332,9.44846,504.4392395019531,5512.36376953125,0.0022040413825721197,2.2412043257134524
333,9.47692,503.95172119140625,5508.212890625,0.002201137310206365,2.2389664452980544
334,9.505379,503.76654052734375,5507.55224609375,0.0022075889552263576,2.2397142577323175
335,9.533838,503.37408447265625,5507.396484375,0.002215410700976112,2.2412146890079723
336,9.562297,504.30718994140625,5513.9765625,0.0022220661360784436,2.2402815336554385
337,9.590756,505.1295471191406,5520.77587890625,0.0022329022398401258,2.2428304039079445
338,9.619216,504.0797424316406,5516.63525390625,0.002218920907740032,2.241045055126187
339,9.647675,502.91070556640625,5511.44287109375,0.002201864804867869,2.239875862361481
340,9.676134,501.68414306640625,5506.36572265625,0.0021889966389762074,2.2416208696084388
341,9.704593,501.3180847167969,5504.68408203125,0.0021832321643805736,2.251029498743813
342,9.733053,500.9030456542969,5499.1064453125,0.0021895399124073375,2.2642436428444666
